,Language,Meaning,Phonological Form,Cognate Class,cc
55,Magahi,say,kəhənɑ,J,say:J
61,Urdu,say,kɛhnə,J,say:J
69,Marathi,say,mʰəɳ'ɳe,K,say:K
70,Marathi,say,'bolɳe,K,say:K
74,Old Church Slavonic,say,rɛʃti,H,say:H
75,Serbo-Croatian,say,ˈkǎːzati,W,say:W
76,Serbo-Croatian,say,ˈrɛ̂tɕi,H,say:H
77,Bulgarian,say,ˈkazvəm,W,say:W
78,Macedonian,say,ˈkaʒɛ,W,say:W
79,Russian,say,ska'zatʲ,W,say:W
80,Polish,say,pɔˈvjɛdʑɛtɕ,U,say:U
81,Belarusian,say,skaˈzatsʲ,W,say:W
82,Ukrainian,say,skaˈzatɪ,W,say:W
83,Slovak,say,ˈpɔvɛdac,U,say:U
84,Czech,say,r̝iːtst,H,say:H
85,Sorbian Upper,say,ˈpʀajitʃ,Aj,say:Aj
86,Sorbian Upper,say,ʀɛts,H,say:H
87,Sorbian Lower,say,ˈɡrɔɲiɕ,Ak,say:Ak
88,Slovenian,say,rɛ̂ːtʃi,H,say:H
95,Old Norse,say,ˈkveða,R,say:R
96,Old Norse,say,ˈseɣja,B,say:B
97,Icelandic,say,ˈseiːja,B,say:B
98,Faroese,say,ˈsiːja,B,say:B
99,Norwegian Riksmal,say,siː,B,say:B
100,Stavangersk,say,ˈsɛɪ̀a,B,say:B
101,Old Swedish,say,ˈsiɣja,B,say:B
102,Swedish,say,ˈsɛ̀jːa,B,say:B
105,Elfdalian,say,ˈsɑ̀jɑ,B,say:B
106,Elfdalian,say,ˈlɔ̀ːtɑ,Ag,say:Ag
107,Danish,say,si:,B,say:B
108,Danish Fjolde,say,sej,B,say:B
112,Gutnish Lau,say,ˈsɛːɡɛ,B,say:B
114,English,say,seɪ,B,say:B
115,Frisian,say,"'sɪzə, 'se:zə",B,say:B
116,Dutch,say,'zɛɣə(n),B,say:B
122,German,say,'za:gn̩,B,say:B
128,Latin,say,ˈdiːkere,F,say:F
129,Catalan,say,di,F,say:F
130,Portuguese,say,diˈzeɾ,F,say:F
131,Spanish,say,de'θiɾ,F,say:F
137,French,say,diʀ,F,say:F
143,Italian,say,'dire,F,say:F
148,Old Irish,say,laβrəθʹərʹ,G,say:G
149,Old Irish,say,asˈbʹerʹ,Q,say:Q
152,Middle Cornish,say,lɛ'vɛrɛl,G,say:G
153,Middle Breton,say,laˈvaːreð,G,say:G
154,Breton,say,laˈvaːred,G,say:G
11,Ancient Greek,you,hyːmȇːs,A,you:A
12,Greek,you,e̞ˈsis,G,you:G
14,Classical Armenian,you,jez,A,you:A
15,Classical Armenian,you,du-kʰ,B,you:B
16,Armenian Eastern,you,dukʰ,B,you:B
30,Ossetic,you,"sɨmaχ, ʃɨmaχ, sɨmaχtæ, ʃɨmaχtæ",A,you:A
31,Ossetic Iron,you,šymaχ,A,you:A
32,Ossetic Digor,you,sumaχ,A,you:A
41,Oriya,you,mane,H,you:H
42,Oriya,you,apɔɳɔmanɔ-nkɔ,H,you:H
43,Oriya,you,tumɔmanɔ-nkɔ,A,you:A
45,Bihari,you,əhãsəb,I,you:I
47,Magahi,you,t̪ohəni səb,A,you:A
51,Urdu,you,t̪ʊm,A,you:A
61,Old Church Slavonic,you,vɯ,A,you:A
62,Serbo-Croatian,you,vîː,A,you:A
63,Bulgarian,you,ˈvi.ɘ,A,you:A
64,Macedonian,you,ˈvi.ɛ,A,you:A
65,Russian,you,vɨ,A,you:A
66,Polish,you,vɘ̟,A,you:A
67,Belarusian,you,vɨ,A,you:A
68,Ukrainian,you,ʋɪ,A,you:A
69,Slovak,you,vi,A,you:A
70,Czech,you,vɪ,A,you:A
71,Sorbian Upper,you,wɘ̟,A,you:A
72,Sorbian Lower,you,wɘ̟,A,you:A
73,Slovenian,you,vîː,A,you:A
77,Old Norse,you,(θ)eːr,A,you:A
78,Icelandic,you,θɪːð,E,you:E
79,Faroese,you,tʰiːt,E,you:E
80,Norwegian Riksmal,you,ˈdèːɾə,A,you:A
81,Stavangersk,you,"deː, de, də",A,you:A
82,Old Swedish,you,iː,A,you:A
83,Swedish,you,niː,A,you:A
86,Elfdalian,you,ɪːð,A,you:A
87,Danish,you,i,A,you:A
88,Danish Fjolde,you,im,A,you:A
90,Gutnish Lau,you,iː,A,you:A
93,English,you,ji:,A,you:A
94,Frisian,you,"ji, jo.u̯, 'jɪm(ə)",A,you:A
95,Dutch,you,ˈjʏli,A,you:A
101,German,you,i:ɐ̯,A,you:A
106,Latin,you,woːs,A,you:A
107,Catalan,you,buz’altrəs,A,you:A
108,Portuguese,you,"ˈvɔʃ, vɔˈseʃ",A,you:A
109,Spanish,you,bo'sotɾos,A,you:A
116,French,you,vu,A,you:A
123,Italian,you,'voi,A,you:A
126,Old Irish,you,"sʹi:, sʹiβʹ",A,you:A
127,Old Irish,you,β,A,you:A
128,Middle Cornish,you,ʍi:,A,you:A
129,Middle Breton,you,"ˈhui, ˈhu",A,you:A
130,Breton,you,"ˈxwi, ˈhwi",A,you:A
132,Irish,you,ʃivʲ,A,you:A
11,Ancient Greek,warm,tʰermós,B,warm:B
13,Greek,warm,ze̞ˈsto̞s,F,warm:F
16,Classical Armenian,warm,d͡ʒɛɾm,B,warm:B
18,Armenian Eastern,warm,tɑkʰ,I,warm:I
20,Armenian Eastern,warm,d͡ʒɛɾm,B,warm:B
36,Ossetic,warm,qarm,B,warm:B
37,Ossetic Iron,warm,qarm,B,warm:B
38,Ossetic Digor,warm,ʁar,B,warm:B
46,Assamese,warm,gɒrɒm,B,warm:B
47,Oriya,warm,gɔrɔmɔ,B,warm:B
49,Bihari,warm,tapəb,D,warm:D
50,Bihari,warm,gərm,B,warm:B
51,Magahi,warm,ɡərəm,B,warm:B
54,Urdu,warm,ɡəɾm,B,warm:B
59,Marathi,warm,'gəɾəm,B,warm:B
64,Old Church Slavonic,warm,tɔplʊ̆,D,warm:D
65,Serbo-Croatian,warm,ˈtɔ̂pa.ɔ,D,warm:D
66,Bulgarian,warm,ˈtɔpəɫ,D,warm:D
67,Macedonian,warm,ˈtopɔl,D,warm:D
68,Russian,warm,'tʲɔpɫɨj,D,warm:D
69,Polish,warm,ˈtɕɛpwɘ̟,D,warm:D
70,Belarusian,warm,ˈtsʲɔpɫɨ,D,warm:D
71,Ukrainian,warm,ˈtɛpɫɪj,D,warm:D
72,Slovak,warm,ˈcɛpliː,D,warm:D
73,Czech,warm,ˈtɛpliː,D,warm:D
74,Sorbian Upper,warm,ˈtʃɔpwɘ̟,D,warm:D
75,Sorbian Lower,warm,ˈɕɔpwɘ̟,D,warm:D
76,Slovenian,warm,"ˈtɔ̌ːpəw, ˈtǒːpəw",D,warm:D
81,Old Norse,warm,hɛitr,H,warm:H
82,Old Norse,warm,varmr,B,warm:B
83,Old Norse,warm,ɣlyːr,E,warm:E
84,Icelandic,warm,ˈvarmʏr,B,warm:B
85,Icelandic,warm,l̥iːr,E,warm:E
86,Icelandic,warm,ˈheiːtʰʏr,H,warm:H
87,Faroese,warm,ˈlɪd̥ʒːʊɹ,E,warm:E
88,Faroese,warm,ˈhaiːtʰʊɹ,H,warm:H
89,Faroese,warm,ˈflɛɡ̊vʊɹ,L,warm:L
90,Norwegian Riksmal,warm,ʋaɾm,B,warm:B
92,Stavangersk,warm,ˈʋaʁmə,B,warm:B
93,Old Swedish,warm,ˈvarmber,B,warm:B
94,Old Swedish,warm,ˈheːter,H,warm:H
95,Swedish,warm,varm,B,warm:B
98,Elfdalian,warm,wɑrm,B,warm:B
99,Danish,warm,vɑˀm,B,warm:B
100,Danish Fjolde,warm,vɑɹm,B,warm:B
102,Gutnish Lau,warm,ˈvarmar,B,warm:B
104,English,warm,wɔ:m,B,warm:B
105,Frisian,warm,vaːrm,B,warm:B
106,Dutch,warm,wɑrm,B,warm:B
111,German,warm,varm,B,warm:B
116,Latin,warm,ˈkalidus,E,warm:E
117,Latin,warm,ˈtepidus,D,warm:D
118,Catalan,warm,kə'len,E,warm:E
119,Portuguese,warm,kẽˈtɨ,C,warm:C
120,Spanish,warm,'kaliðo,E,warm:E
126,French,warm,ʃo,E,warm:E
134,Italian,warm,'kaldo,E,warm:E
138,Old Irish,warm,"teʔe, té, te",D,warm:D
142,Middle Cornish,warm,tɤm:,D,warm:D
10,Ancient Greek,cloud,népʰos,D,cloud:D
12,Greek,cloud,ˈsine̞ˌfo̞,D,cloud:D
14,Classical Armenian,cloud,ɑmp,D,cloud:D
15,Armenian Eastern,cloud,ɑmp,D,cloud:D
31,Ossetic,cloud,migʲ,E,cloud:E
32,Ossetic Iron,cloud,miʁ,E,cloud:E
33,Ossetic Digor,cloud,meʁɐ,E,cloud:E
43,Assamese,cloud,mɛgh,E,cloud:E
44,Oriya,cloud,meghɔ,E,cloud:E
46,Bihari,cloud,megh,E,cloud:E
47,Magahi,cloud,bɑd̪ər,K,cloud:K
51,Urdu,cloud,bɑd̪əl,K,cloud:K
56,Marathi,cloud,ɖʱag,X,cloud:X
60,Old Church Slavonic,cloud,ɔblɑkʊ̆,H,cloud:H
61,Serbo-Croatian,cloud,ˈɔ̂blaːk,H,cloud:H
62,Bulgarian,cloud,ˈɔbɫək,H,cloud:H
63,Macedonian,cloud,ˈoblak,H,cloud:H
64,Russian,cloud,'ɔbɫakɔ,H,cloud:H
65,Polish,cloud,ˈxmura,I,cloud:I
66,Belarusian,cloud,ˈvɔbɫaka,H,cloud:H
67,Ukrainian,cloud,ˈxmara,I,cloud:I
68,Slovak,cloud,ˈɔblak,H,cloud:H
69,Czech,cloud,ˈɔblak,H,cloud:H
70,Sorbian Upper,cloud,ˈmʀʊtʃɛl,Q,cloud:Q
71,Sorbian Lower,cloud,ˈmrɔkawa,Q,cloud:Q
72,Slovenian,cloud,ɔˈblâːk,H,cloud:H
77,Old Norse,cloud,skyː,J,cloud:J
78,Icelandic,cloud,sciː,J,cloud:J
79,Faroese,cloud,skʊd̥ʒ,J,cloud:J
80,Norwegian Riksmal,cloud,ʃyː,J,cloud:J
81,Stavangersk,cloud,ʂyː,J,cloud:J
82,Old Swedish,cloud,skyː,J,cloud:J
83,Swedish,cloud,mo:ln,R,cloud:R
84,Swedish,cloud,ɧy:,J,cloud:J
87,Elfdalian,cloud,mʉəln,R,cloud:R
88,Danish,cloud,sg̥ʰyˀ,J,cloud:J
89,Danish Fjolde,cloud,sxøj,J,cloud:J
90,Gutnish Lau,cloud,skœɪ,J,cloud:J
91,Gutnish Lau,cloud,mouln,R,cloud:R
94,Frisian,cloud,volk,B,cloud:B
95,Dutch,cloud,wɔlk,B,cloud:B
101,German,cloud,'vɔlkə,B,cloud:B
107,Latin,cloud,ˈnuːbeːs,F,cloud:F
108,Catalan,cloud,'nuβul,F,cloud:F
109,Portuguese,cloud,ˈnuvɐ̃j,F,cloud:F
110,Spanish,cloud,'nuβe,F,cloud:F
116,French,cloud,nyaʒ,F,cloud:F
123,Italian,cloud,"'nuvola, 'nube",F,cloud:F
126,Old Irish,cloud,nʹe:l,F,cloud:F
127,Middle Cornish,cloud,'kɔm:ɔl,G,cloud:G
128,Middle Breton,cloud,"kuˈvablǝn, kuˈvabrǝn",N,cloud:N
129,Breton,cloud,kuˈmuːlɛn,G,cloud:G
11,Ancient Greek,rotten,saprós,Q,rotten:Q
12,Greek,rotten,ˈsapço̞s,Q,rotten:Q
18,Armenian Eastern,rotten,pʰəˈtɑʦ,O,rotten:O
29,Ossetic,rotten,æmbɨd,O,rotten:O
30,Ossetic Iron,rotten,ɐmbyd,O,rotten:O
31,Ossetic Digor,rotten,ɐmbud,O,rotten:O
36,Assamese,rotten,pɒsa,G,rotten:G
37,Oriya,rotten,pɔča,G,rotten:G
38,Oriya,rotten,sɔɖha,H,rotten:H
48,Marathi,rotten,səɖ'lelə,H,rotten:H
50,Marathi,rotten,səɖ'ka,H,rotten:H
54,Old Church Slavonic,rotten,sʊ̆ɡnilʊ̆,F,rotten:F
55,Serbo-Croatian,rotten,ˈɡɲî.ɔ,F,rotten:F
56,Serbo-Croatian,rotten,ˈtrû.ɔ,Aa,rotten:Aa
57,Bulgarian,rotten,gniɫ,F,rotten:F
58,Macedonian,rotten,ɡnil,F,rotten:F
59,Russian,rotten,gnʲi'ɫɔj,F,rotten:F
60,Polish,rotten,zɡɲiwɘ̟,F,rotten:F
61,Belarusian,rotten,ɣnʲiˈɫɨ,F,rotten:F
62,Ukrainian,rotten,ɦnɪˈɫɪj,F,rotten:F
63,Slovak,rotten,ˈzɦɲitiː,F,rotten:F
64,Czech,rotten,sxɲɪliː,F,rotten:F
65,Sorbian Upper,rotten,ˈznʲiwɘ̟,F,rotten:F
66,Sorbian Lower,rotten,ˈzɡɲitɘ̟,F,rotten:F
67,Slovenian,rotten,gnîːw,F,rotten:F
71,Old Norse,rotten,ˈmorkinː,R,rotten:R
73,Old Norse,rotten,ˈrotinː,B,rotten:B
74,Old Norse,rotten,ˈfuːna,O,rotten:O
75,Old Norse,rotten,ˈfuːinː,O,rotten:O
76,Icelandic,rotten,ˈrɔːtʰɪnː,B,rotten:B
77,Icelandic,rotten,ˈfuːɪnː,O,rotten:O
78,Icelandic,rotten,ˈmɔr̥kʰɪnː,R,rotten:R
80,Faroese,rotten,ˈmɔɹ̥tʃɪn,R,rotten:R
81,Faroese,rotten,ˈspɪltʰʊɹ,T,rotten:T
82,Faroese,rotten,ˈɹoːtʰɪn,B,rotten:B
83,Faroese,rotten,ˈfɪɡ̊vɪn,O,rotten:O
84,Norwegian Riksmal,rotten,ˈmùɾkən,R,rotten:R
85,Norwegian Riksmal,rotten,ˈɾɔ̀tːən,B,rotten:B
86,Stavangersk,rotten,ˈʁòːdn̩,B,rotten:B
88,Old Swedish,rotten,ˈruːtin,B,rotten:B
90,Swedish,rotten,ˈmɵ̀rkən,R,rotten:R
91,Swedish,rotten,ˈrɵ̀tːən,B,rotten:B
95,Elfdalian,rotten,ˈfʉə̀skʉn,S,rotten:S
97,Danish,rotten,ˈʁʌðən,B,rotten:B
99,Danish Fjolde,rotten,ɹɔɹn,B,rotten:B
101,Gutnish Lau,rotten,ruːtn,B,rotten:B
102,Gutnish Lau,rotten,ˈfɛular,O,rotten:O
106,English,rotten,'rɒtən,B,rotten:B
107,Frisian,rotten,rɔtsjə,B,rotten:B
108,Dutch,rotten,vər'sletə(n),U,rotten:U
110,Dutch,rotten,və'rɔt,B,rotten:B
115,German,rotten,faŭl,O,rotten:O
120,Latin,rotten,ˈputridus,O,rotten:O
121,Catalan,rotten,puðɾit,O,rotten:O
123,Portuguese,rotten,ˈpodɾɨ,O,rotten:O
124,Spanish,rotten,poð'ɾiðo,O,rotten:O
130,French,rotten,puʀi,O,rotten:O
139,Italian,rotten,'martʃo,P,rotten:P
143,Old Irish,rotten,loβθa,D,rotten:D
144,Old Irish,rotten,morgθe,Z,rotten:Z
145,Middle Cornish,rotten,'pɔdɛr,L/O,rotten:L/O
148,Middle Cornish,rotten,brɛɪn,E,rotten:E
150,Middle Breton,rotten,ˈbrejn,E,rotten:E
151,Breton,rotten,ˈbrejn,E,rotten:E
9,Ancient Greek,smooth,léì̯os,J,smooth:J
10,Greek,smooth,ˌo̞maˈlo̞s,G,smooth:G
16,Armenian Eastern,smooth,hɑɾtʰ,U,smooth:U
30,Ossetic,smooth,læʁz,J,smooth:J
31,Ossetic Iron,smooth,lɐʁž,J,smooth:J
32,Ossetic Digor,smooth,liʁz,J,smooth:J
37,Assamese,smooth,mihi,Ac,smooth:Ac
38,Oriya,smooth,nɔrɔmɔ,Ae,smooth:Ae
39,Oriya,smooth,palis,Ad,smooth:Ad
41,Bihari,smooth,cikən,H,smooth:H
42,Magahi,smooth,cikkən,H,smooth:H
44,Urdu,smooth,həmwɑɾ,L,smooth:L
48,Marathi,smooth,tʃik'ɳa,H,smooth:H
49,Marathi,smooth,mə͜u:,Z,smooth:Z
54,Old Church Slavonic,smooth,ɡlɑdʊ̆kʊ̆,B,smooth:B
55,Serbo-Croatian,smooth,ˈɡlâdak,B,smooth:B
56,Bulgarian,smooth,ˈɡɫadək,B,smooth:B
57,Macedonian,smooth,ˈmazɛn,I,smooth:I
58,Russian,smooth,'gɫadkʲij,B,smooth:B
59,Polish,smooth,ˈɡwatkʲi,B,smooth:B
60,Belarusian,smooth,ɣɫadkʲi,B,smooth:B
61,Ukrainian,smooth,ˈɦɫadkɪj,B,smooth:B
62,Slovak,smooth,ˈɦladkiː,B,smooth:B
63,Czech,smooth,ˈɦladkiː,B,smooth:B
64,Sorbian Upper,smooth,ˈwadki,B,smooth:B
65,Sorbian Lower,smooth,ˈɡwadki,B,smooth:B
66,Slovenian,smooth,ˈɡlǎːdək,B,smooth:B
70,Old Norse,smooth,sleːtːr,J,smooth:J
71,Icelandic,smooth,ˈstljɛʰtːʏr,J,smooth:J
73,Faroese,smooth,ˈslaʰtːʊɹ,J,smooth:J
74,Faroese,smooth,ˈjaunʊɹ,O,smooth:O
75,Norwegian Riksmal,smooth,ɡlatː,B,smooth:B
76,Norwegian Riksmal,smooth,ʃlɛtː,J,smooth:J
77,Norwegian Riksmal,smooth,jɛʋn,O,smooth:O
78,Stavangersk,smooth,ˈjɛʋnə,O,smooth:O
79,Stavangersk,smooth,ˈslɛtːə,J,smooth:J
80,Stavangersk,smooth,ˈɡlatːə,B,smooth:B
81,Old Swedish,smooth,jɛmn,O,smooth:O
82,Old Swedish,smooth,ˈslætːer,J,smooth:J
83,Swedish,smooth,slɛːt,J,smooth:J
84,Swedish,smooth,jɛmn,O,smooth:O
85,Swedish,smooth,glatː,B,smooth:B
90,Elfdalian,smooth,glɑːð,Aa,smooth:Aa
91,Elfdalian,smooth,l̥lɪɛːt,J,smooth:J
92,Danish,smooth,jɛwˀn,O,smooth:O
93,Danish,smooth,g̥lad̥ʰ,B,smooth:B
94,Danish Fjolde,smooth,sleæd,J,smooth:J
95,Danish Fjolde,smooth,jɑːwn,O,smooth:O
96,Danish Fjolde,smooth,ɡlæj,B,smooth:B
97,Gutnish Lau,smooth,ˈsleːtar,J,smooth:J
98,Gutnish Lau,smooth,ˈjamnar,O,smooth:O
100,English,smooth,smu:ð,Q,smooth:Q
103,Dutch,smooth,"ɣə'lɛik, ɣlɑt",B,smooth:B
110,German,smooth,glat,B,smooth:B
115,Latin,smooth,ˈleːwis,J,smooth:J
116,Catalan,smooth,ʎis,D,smooth:D
117,Portuguese,smooth,'lizu,D,smooth:D
118,Spanish,smooth,'liso,D,smooth:D
124,French,smooth,lis,D,smooth:D
132,Italian,smooth,'liʃʃo,D,smooth:D
133,Italian,smooth,'pjano,S,smooth:S
136,Old Irish,smooth,mʹi:nʹ,F,smooth:F
149,Irish,smooth,mʲiːnʲ,F,smooth:F
15,Ancient Greek,hand,kʰéːr,C,hand:C
17,Greek,hand,ˈçe̞ri,C,hand:C
19,Classical Armenian,hand,jeṙn,C,hand:C
20,Armenian Eastern,hand,ʣɛrkʰ,C,hand:C
37,Ossetic,hand,kʲuχ,J,hand:J
38,Ossetic Iron,hand,k'uχ,J,hand:J
39,Ossetic Digor,hand,k'oχ,J,hand:J
48,Oriya,hand,hatɔ,C/D,hand:C/D
50,Bihari,hand,hath,C/D,hand:C/D
54,Urdu,hand,hɑt̪ʰ,C/D,hand:C/D
59,Marathi,hand,ɦat,C/D,hand:C/D
63,Old Church Slavonic,hand,rɔ̃kɑ,G,hand:G
64,Serbo-Croatian,hand,ˈrǔːka,G,hand:G
65,Bulgarian,hand,rəˈka,G,hand:G
66,Macedonian,hand,ˈraka,G,hand:G
67,Russian,hand,ru'ka,G,hand:G
68,Polish,hand,ˈrɛŋka,G,hand:G
69,Belarusian,hand,ruˈka,G,hand:G
70,Ukrainian,hand,ruˈka,G,hand:G
71,Slovak,hand,ˈruka,G,hand:G
72,Czech,hand,ˈruka,G,hand:G
73,Sorbian Upper,hand,ˈʀuka,G,hand:G
74,Sorbian Lower,hand,ˈruka,G,hand:G
75,Slovenian,hand,ˈrɔ̂ːka,G,hand:G
79,Old Norse,hand,hɔnd,B,hand:B
80,Icelandic,hand,hœnd̥,B,hand:B
81,Faroese,hand,hɔnd̥,B,hand:B
82,Norwegian Riksmal,hand,hɔnː,B,hand:B
83,Stavangersk,hand,hɔnː,B,hand:B
84,Old Swedish,hand,hand,B,hand:B
85,Swedish,hand,hand,B,hand:B
88,Elfdalian,hand,ˈnɛ̀vɔ,A,hand:A
89,Elfdalian,hand,ɑnd,B,hand:B
90,Danish,hand,hʌnˀ,B,hand:B
91,Danish Fjolde,hand,hoanʲ,B,hand:B
93,Gutnish Lau,hand,hand,B,hand:B
95,English,hand,hænd,B,hand:B
96,Frisian,hand,hɔ:n,B,hand:B
97,Dutch,hand,hɑnt,B,hand:B
102,German,hand,hant,B,hand:B
109,Latin,hand,ˈmanus,E,hand:E
110,Catalan,hand,ma,E,hand:E
111,Portuguese,hand,mɐ̃u,E,hand:E
112,Spanish,hand,'mano,E,hand:E
118,French,hand,mɛ̃,E,hand:E
124,Italian,hand,'mano,E,hand:E
128,Old Irish,hand,la:ṽ,I,hand:I
130,Middle Cornish,hand,dɔrn,F,hand:F
131,Middle Cornish,hand,lœ:v,I,hand:I
134,Middle Breton,hand,"ˈdorn, ˈdurn",F,hand:F
135,Breton,hand,ˈdɔrn,F,hand:F
138,Irish,hand,"l̪ˠɑːvˠ, l̪ˠæːw",I,hand:I
8,Ancient Greek,ice,krýstalːos,O,ice:O
9,Greek,ice,ˈpaɣo̞s,J,ice:J
11,Classical Armenian,ice,saṙn,D,ice:D
12,Armenian Eastern,ice,sɑˈruɪ̯ʦʰ,D,ice:D
24,Ossetic Iron,ice,jiχ,B,ice:B
25,Ossetic Digor,ice,jeχ,B,ice:B
30,Assamese,ice,bɒrɒph,F,ice:F
31,Oriya,ice,bɔrɔphɔ,F,ice:F
34,Magahi,ice,bərəpʰ,F,ice:F
37,Urdu,ice,bəɾf,F,ice:F
42,Marathi,ice,'bəɾpʰə,F,ice:F
46,Old Church Slavonic,ice,lɛdʊ̆,I,ice:I
47,Serbo-Croatian,ice,lɛ̂ːd,I,ice:I
48,Bulgarian,ice,lɛd,I,ice:I
49,Macedonian,ice,mraz,A,ice:A
50,Russian,ice,lʲɔd,I,ice:I
51,Polish,ice,lud,I,ice:I
52,Belarusian,ice,lʲɔd,I,ice:I
53,Ukrainian,ice,lʲid,I,ice:I
54,Slovak,ice,lʲad,I,ice:I
55,Czech,ice,lɛd,I,ice:I
56,Sorbian Upper,ice,lʊd,I,ice:I
57,Sorbian Lower,ice,lʲɔd,I,ice:I
58,Slovenian,ice,lêːd,I,ice:I
62,Old Norse,ice,iːsː,B,ice:B
63,Icelandic,ice,i:s,B,ice:B
64,Faroese,ice,ˈʊiːsʊɹ,B,ice:B
65,Norwegian Riksmal,ice,iːs,B,ice:B
66,Stavangersk,ice,iːs,B,ice:B
67,Old Swedish,ice,iːs,B,ice:B
68,Swedish,ice,i:s,B,ice:B
71,Elfdalian,ice,ɑɪs,B,ice:B
72,Danish,ice,iˀs,B,ice:B
73,Danish Fjolde,ice,iːs,B,ice:B
74,Gutnish Lau,ice,ɛɪs,B,ice:B
76,English,ice,aɪs,B,ice:B
77,Frisian,ice,iːs,B,ice:B
78,Dutch,ice,ɛis,B,ice:B
83,German,ice,aĭs,B,ice:B
88,Latin,ice,glaˈkieːs,G,ice:G
90,Catalan,ice,ʒɛl,G,ice:G
91,Portuguese,ice,ˈʒelu,G,ice:G
92,Spanish,ice,'jelo,G,ice:G
98,French,ice,glas,G,ice:G
103,Italian,ice,'gjattʃo,G,ice:G
107,Old Irish,ice,aɣʹ,K,ice:K
108,Middle Cornish,ice,jɛˑɪ,K,ice:K
111,Middle Breton,ice,ˈskorn,H,ice:H
112,Breton,ice,ˈskɔrn,H,ice:H
115,Irish,ice,əi̯ɾʲ,K,ice:K
11,Ancient Greek,tongue,ɡlɔ̑ːtːa,D,tongue:D
13,Greek,tongue,ˈɣlo̞sa,D,tongue:D
16,Armenian Eastern,tongue,lɛˈzu,W,tongue:W
32,Ossetic Iron,tongue,ɐvžɐg,W,tongue:W
33,Ossetic Digor,tongue,ɐvzɐg,W,tongue:W
42,Oriya,tongue,jibhɔ,W,tongue:W
44,Bihari,tongue,jiu,W,tongue:W
48,Urdu,tongue,zəbɑn,W,tongue:W
53,Marathi,tongue,dʒibʰ,W,tongue:W
57,Old Church Slavonic,tongue,jɛ̃zɯkʊ̆,W,tongue:W
58,Serbo-Croatian,tongue,ˈjɛ̌zik,W,tongue:W
59,Bulgarian,tongue,ɘˈzik,W,tongue:W
60,Macedonian,tongue,ˈjazik,W,tongue:W
61,Russian,tongue,ji'zɨk,W,tongue:W
62,Polish,tongue,ˈjɛɰ̃zɘ̟k,W,tongue:W
63,Belarusian,tongue,jaˈzɨk,W,tongue:W
64,Ukrainian,tongue,jaˈzɪk,W,tongue:W
65,Slovak,tongue,ˈjazik,W,tongue:W
66,Czech,tongue,ˈjazɪk,W,tongue:W
67,Sorbian Upper,tongue,ˈjazɘ̟k,W,tongue:W
68,Sorbian Lower,tongue,ˈjɪzɘ̟k,W,tongue:W
69,Slovenian,tongue,ˈjɛ̌ːzik,W,tongue:W
73,Old Norse,tongue,ˈtunɣa,W,tongue:W
74,Icelandic,tongue,ˈtʰuŋɡ̊a,W,tongue:W
75,Faroese,tongue,ˈtʰʊŋɡ̊a,W,tongue:W
76,Norwegian Riksmal,tongue,ˈtʉ̀ŋːə,W,tongue:W
77,Stavangersk,tongue,ˈtùŋːa,W,tongue:W
78,Old Swedish,tongue,ˈtuŋːa,W,tongue:W
79,Swedish,tongue,ˈtɵ̀ŋːa,W,tongue:W
82,Elfdalian,tongue,ˈtʉ̀ŋgɑ,W,tongue:W
83,Danish,tongue,ˈd̥ʰɔŋə,W,tongue:W
84,Danish Fjolde,tongue,toŋ,W,tongue:W
86,Gutnish Lau,tongue,ˈtuŋɡo,W,tongue:W
88,English,tongue,tʌŋ,W,tongue:W
89,Frisian,tongue,'toŋə,W,tongue:W
91,Dutch,tongue,tɔŋ,W,tongue:W
96,German,tongue,'t͜sʊŋə,W,tongue:W
102,Latin,tongue,ˈliŋɡwa,W,tongue:W
103,Catalan,tongue,"'ʎɛŋɡwə, 'ʎeŋɡwa",W,tongue:W
104,Portuguese,tongue,ˈlĩguɐ,W,tongue:W
105,Spanish,tongue,'leŋɡwa,W,tongue:W
111,French,tongue,lɑ̃g,W,tongue:W
117,Italian,tongue,'lingwa,W,tongue:W
121,Old Irish,tongue,tʹeŋge,W,tongue:W
123,Middle Cornish,tongue,'tavəs,W,tongue:W
10,Ancient Greek,wet,hygrós,K,wet:K
11,Greek,wet,iˈɣro̞s,K,wet:K
15,Classical Armenian,wet,xonaw,U,wet:U
16,Armenian Eastern,wet,χɔnɑʋ,U,wet:U
17,Armenian Eastern,wet,nɑj,N,wet:N
18,Armenian Eastern,wet,tʰɑʦʰ,T,wet:T
34,Ossetic,wet,χwɨlɨdz,A,wet:A
35,Ossetic Iron,wet,χʷylyz,A,wet:A
36,Ossetic Digor,wet,č'ifɐ/χuluj,A,wet:A
43,Assamese,wet,tita,L,wet:L
44,Oriya,wet,tinta,L,wet:L
45,Oriya,wet,bhiǰa,E,wet:E
47,Bihari,wet,bhijəl,E,wet:E
48,Magahi,wet,ɡillɑ,Aa,wet:Aa
49,Magahi,wet,bʰiɳɟəl,E,wet:E
54,Urdu,wet,ɡilə,Aa,wet:Aa
59,Marathi,wet,'ola,Q,wet:Q
63,Old Church Slavonic,wet,mɔkrʊ̆,H,wet:H
64,Serbo-Croatian,wet,ˈmɔ̂kar,H,wet:H
65,Bulgarian,wet,ˈmɔkər,H,wet:H
66,Macedonian,wet,ˈmokar,H,wet:H
67,Russian,wet,'mɔkrɨj,H,wet:H
