ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA_TOKENS	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
764	Polish	hear	swɨʃɛʨ	s w ɨ ʃ ɛ ʨ	231	s w ɨ ʃ ɛ tɕ	c087 c457 v116 c677 v229 c198	1408	poli1260
765	Norwegian	hear	høːɾə	h øː ɾ ə	230	h øː ɾ ə	c401 v169 c064 v155	1408	norw1258
766	French	hear	ɑ̃tɑ̃dʁ	ɑ̃ t ɑ̃ d ʁ	232	ɑ̃ t ɑ̃ d ʁ	v088 c118 v088 c143 c733	1408	stan1290
767	Czech	hear	slɪʃɛt	s l ɪ ʃ ɛ t	231	s l ɪ ʃ ɛ t	c087 c548 v219 c677 v229 c118	1408	czec1258
768	Icelandic	hear	heiːra	h e iː r a	230	h e iː r a	c401 v200 v183 c151 v130	1408	icel1247
769	Italian	hear	udire	u d i r e	229	u d i r e	v027 c143 v191 c151 v200	1408	ital1282
770	Hindi	hear	sʊnnaː	s ʊ nː aː	231	s ʊ nː aː	c087 v056 c104 v137	1408	hind1269
771	Portuguese	hear	ovir	o v i r	229	o v i r	v042 c446 v191 c151	1408	port1283
772	Dutch	heart	hɑrt	h ɑ r t	235	h ɑ r t	c401 v089 c151 c118	1223	dutc1256
773	Swedish	heart	jɛrta	j ɛ r t a	235	j ɛ r t a	c564 v229 c151 c118 v130	1223	swed1254
774	English	heart	hɑːrt	h ɑː r t	235	h ɑː r t	c401 v091 c151 c118	1223	stan1293
775	German	heart	hɛrt͡s	h ɛ r t͡s	235	h ɛ r ts	c401 v229 c151 c015	1223	stan1295
776	Spanish	heart	koraθon	k o r a θ o n	235	k o r a θ o n	c831 v042 c151 v130 c413 v042 c105	1223	stan1288
777	Danish	heart	jæʁdə	j æ ʁ d ə	235	j æ ʁ d ə	c564 v198 c733 c143 v155	1223	dani1285
778	Bulgarian	heart	sərʦɛ	s ə r ʦ ɛ	235	s ə r ts ɛ	c087 v155 c151 c015 v229	1223	bulg1262
779	Greek	heart	karðʝa	k a r ð ʝ a	235	k a r ð ʝ a	c831 v130 c151 c415 c574 v130	1223	mode1248
780	Armenian	heart	siɾt	s i ɾ t	235	s i ɾ t	c087 v191 c064 c118	1223	nucl1235
781	Romanian	heart	inimə	i n i m ə	234	i n i m ə	v191 c105 v191 c239 v155	1223	roma1327
782	Russian	heart	sʲɛrʦə	sʲ ɛ r ʦ ə	235	sʲ ɛ r ts ə	c088 v229 c151 c015 v155	1223	russ1263
783	Polish	heart	sɛrʦɛ	s ɛ r ʦ ɛ	235	s ɛ r ts ɛ	c087 v229 c151 c015 v229	1223	poli1260
784	Norwegian	heart	jæʈə	j æ ʈ ə	-235	j æ ʈ ə	c564 v198 c711 v155	1223	norw1258
785	French	heart	kœʁ	k œ ʁ	235	k œ ʁ	c831 v178 c733	1223	stan1290
786	Czech	heart	sr̩ʦɛ	s r̩ ʦ ɛ	235	s r̩ ts ɛ	c087 c152 c015 v229	1223	czec1258
787	Icelandic	heart	çar̥ta	ç a r̥ t a	235	ç a r̥ t a	c577 v130 c153 c118 v130	1223	icel1247
788	Italian	heart	kwɔre	k w ɔ r e	235	k w ɔ r e	c831 c457 v067 c151 v200	1223	ital1282
789	Hindi	heart	dɪl	d ɪ l	-233	d ɪ l	c143 v219 c548	1223	hind1269
790	Portuguese	heart	kurɐsõ	k u r ɐ s õ	235	k u r ɐ s õ	c831 v027 c151 v119 c087 v038	1223	port1283
1985	Dutch	heavy	zʋaːr	z ʋ aː r	564	z ʋ aː r	c078 c424 v137 c151	1210	dutc1256
1986	Swedish	heavy	svoːr	s v oː r	564	s v oː r	c087 c446 v035 c151	1210	swed1254
1987	English	heavy	hɛvɪ	h ɛ v ɪ	562	h ɛ v ɪ	c401 v229 c446 v219	1210	stan1293
1988	German	heavy	ʃveːr	ʃ v eː r	564	ʃ v eː r	c677 c446 v202 c151	1210	stan1295
1989	Spanish	heavy	pesaðo	p e s a ð o	560	p e s a ð o	c288 v200 c087 v130 c415 v042	1210	stan1288
1990	Danish	heavy	tɔŋˀ	t ɔ ŋˀ	563	t ɔ ŋˀ	c118 v067 c794	1210	dani1285
1991	Bulgarian	heavy	tɛʒək	t ɛ ʒ ə k	563	t ɛ ʒ ə k	c118 v229 c679 v155 c831	1210	bulg1262
1992	Greek	heavy	varis	v a r i s	565	v a r i s	c446 v130 c151 v191 c087	1210	mode1248
1993	Romanian	heavy	grew	g r e w	565	g r e w	c824 c151 v200 c457	1210	roma1327
1994	Russian	heavy	tʲɪʒolɨj	tʲ ɪ ʒ o l ɨ j	563	tʲ ɪ ʒ o l ɨ j	c113 v219 c679 v042 c548 v116 c564	1210	russ1263
1995	Polish	heavy	ʨɛ̃ʃki	ʨ ɛ̃ ʃ k i	563	tɕ ɛ̃ ʃ k i	c198 v231 c677 c831 v191	1210	poli1260
1996	Norwegian	heavy	tuŋ	t u ŋ	563	t u ŋ	c118 v027 c795	1210	norw1258
1997	French	heavy	luʁ	l u ʁ	561	l u ʁ	c548 v027 c733	1210	stan1290
1998	Czech	heavy	tʲɛʃkiː	tʲ ɛ ʃ k iː	563	tʲ ɛ ʃ k iː	c113 v229 c677 c831 v183	1210	czec1258
1999	Icelandic	heavy	θuŋkʏr	θ u ŋ k ʏ r	563	θ u ŋ k ʏ r	c413 v027 c795 c831 v173 c151	1210	icel1247
2000	Italian	heavy	pesante	p e s a n t e	560	p e s a n t e	c288 v200 c087 v130 c105 c118 v200	1210	ital1282
2001	Hindi	heavy	bʱaːriː	b̤ aː r iː	566	b̤ aː r iː	c278 v137 c151 v183	1210	hind1269
2002	Portuguese	heavy	pəzadu	p ə z a d u	560	p ə z a d u	c288 v155 c078 v130 c143 v027	1210	port1283
2003	Swedish	heavy	tuŋː	t u ŋː	563	t u ŋː	c118 v027 c798	1210	swed1254
2004	Danish	heavy	svɛˀʁ	s v ɛˀ ʁ	564	s v ɛˀ ʁ	c087 c446 v228 c733	1210	dani1285
791	Dutch	horn	hoːrn	h oː r n	238	h oː r n	c401 v035 c151 c105	1393	dutc1256
792	Swedish	horn	hoːrn	h oː r n	238	h oː r n	c401 v035 c151 c105	1393	swed1254
793	English	horn	hɔːrn	h ɔː r n	238	h ɔː r n	c401 v065 c151 c105	1393	stan1293
794	German	horn	hɔrn	h ɔ r n	238	h ɔ r n	c401 v067 c151 c105	1393	stan1295
795	Spanish	horn	kweɾno	k w e ɾ n o	238	k w e ɾ n o	c831 c457 v200 c064 c105 v042	1393	stan1288
796	Danish	horn	hoʁˀn	h o ʁˀ n	238	h o ʁˀ n	c401 v042 c838 c105	1393	dani1285
797	Bulgarian	horn	rok	r o k	237	r o k	c151 v042 c831	1393	bulg1262
798	Greek	horn	cerato	c e r a t o	238	c e r a t o	c600 v200 c151 v130 c118 v042	1393	mode1248
799	Armenian	horn	poz	p o z	-236	p o z	c288 v042 c078	1393	nucl1235
800	Romanian	horn	korn	k o r n	238	k o r n	c831 v042 c151 c105	1393	roma1327
801	Russian	horn	rok	r o k	237	r o k	c151 v042 c831	1393	russ1263
802	Polish	horn	ruk	r u k	237	r u k	c151 v027 c831	1393	poli1260
803	Norwegian	horn	huːɳ	h uː ɳ	238	h uː ɳ	c401 v019 c705	1393	norw1258
804	French	horn	kɔʁn	k ɔ ʁ n	238	k ɔ ʁ n	c831 v067 c733 c105	1393	stan1290
805	Czech	horn	rox	r o x	237	r o x	c151 v042 c772	1393	czec1258
806	Icelandic	horn	hɔrt͡n	h ɔ r t͡n	238	h ɔ r n̥	c401 v067 c151 c093	1393	icel1247
807	Italian	horn	kɔrno	k ɔ r n o	238	k ɔ r n o	c831 v067 c151 c105 v042	1393	ital1282
808	Hindi	horn	sĩːg	s ĩː g	238	s ĩː g	c087 v181 c824	1393	hind1269
809	Portuguese	horn	kornu	k o r n u	238	k o r n u	c831 v042 c151 c105 v027	1393	port1283
829	Dutch	kill	doːdə	d oː d ə	242	d oː d ə	c143 v035 c143 v155	1417	dutc1256
830	Swedish	kill	døːda	d øː d a	242	d øː d a	c143 v169 c143 v130	1417	swed1254
831	English	kill	kɪl	k ɪ l	245	k ɪ l	c831 v219 c548	1417	stan1293
832	German	kill	tøːtən	t øː t ə n	242	t øː t ə n	c118 v169 c118 v155 c105	1417	stan1295
833	Spanish	kill	mataɾ	m a t a ɾ	249	m a t a ɾ	c239 v130 c118 v130 c064	1417	stan1288
834	Danish	kill	dʁɛːbə	d ʁ ɛː b ə	248	d ʁ ɛː b ə	c143 c733 v225 c254 v155	1417	dani1285
835	Bulgarian	kill	ubivəm	u b i v ə m	246	u b i v ə m	v027 c254 v191 c446 v155 c239	1417	bulg1262
836	Greek	kill	skotono	s k o t o n o	244	s k o t o n o	c087 c831 v042 c118 v042 c105 v042	1417	mode1248
837	Armenian	kill	spɑnɛl	s p ɑ n ɛ l	241	s p ɑ n ɛ l	c087 c288 v089 c105 v229 c548	1417	nucl1235
838	Romanian	kill	uʧide	u ʧ i d e	250	u tʃ i d e	v027 c645 v191 c143 v200	1417	roma1327
839	Russian	kill	ubʲitʲ	u bʲ i tʲ	246	u bʲ i tʲ	v027 c263 v191 c113	1417	russ1263
840	Polish	kill	zabijaʨ	z a b i j a ʨ	246	z a b i j a tɕ	c078 v130 c254 v191 c564 v130 c198	1417	poli1260
841	Norwegian	kill	dɾeːpə	d ɾ eː p ə	248	d ɾ eː p ə	c143 c064 v202 c288 v155	1417	norw1258
842	French	kill	tɥe	t ɥ e	243	t ɥ e	c118 c453 v200	1417	stan1290
843	Czech	kill	zabiːjɛt	z a b iː j ɛ t	246	z a b iː j ɛ t	c078 v130 c254 v183 c564 v229 c118	1417	czec1258
844	Icelandic	kill	trɛːpa	t r ɛː p a	248	t r ɛː p a	c118 c151 v225 c288 v130	1417	icel1247
845	Italian	kill	uʧːidere	u tːʃ i d e r e	250	u tːʃ i d e r e	v027 c196 v191 c143 v200 c151 v200	1417	ital1282
846	Hindi	kill	maːrnaː	m aː r n aː	247	m aː r n aː	c239 v137 c151 c105 v137	1417	hind1269
847	Portuguese	kill	mɐtar	m ɐ t a r	249	m ɐ t a r	c239 v119 c118 v130 c151	1417	port1283
848	Swedish	kill	drɛpa	d r ɛ p a	248	d r ɛ p a	c143 c151 v229 c288 v130	1417	swed1254
849	Dutch	knee	kniː	k n iː	254	k n iː	c831 c105 v183	1371	dutc1256
850	Swedish	knee	knɛː	k n ɛː	254	k n ɛː	c831 c105 v225	1371	swed1254
851	English	knee	niː	n iː	254	n iː	c105 v183	1371	stan1293
852	German	knee	kniː	k n iː	254	k n iː	c831 c105 v183	1371	stan1295
853	Spanish	knee	roðiʎa	r o ð i ʎ a	251	r o ð i ʎ a	c151 v042 c415 v191 c582 v130	1371	stan1288
854	Danish	knee	knɛˀ	k n ɛˀ	254	k n ɛˀ	c831 c105 v228	1371	dani1285
855	Bulgarian	knee	kolʲano	k o lʲ a n o	252	k o lʲ a n o	c831 v042 c540 v130 c105 v042	1371	bulg1262
856	Greek	knee	ɣonato	ɣ o n a t o	254	ɣ o n a t o	c774 v042 c105 v130 c118 v042	1371	mode1248
857	Armenian	knee	ʦunk	ʦ u n k	254	ts u n k	c015 v027 c105 c831	1371	nucl1235
858	Romanian	knee	ʤenunkʲ	ʤ e n u n kʲ	254	dʒ e n u n kʲ	c649 v200 c105 v027 c105 c830	1371	roma1327
859	Russian	knee	kɐlʲenə	k ɐ lʲ e n ə	252	k ɐ lʲ e n ə	c831 v119 c540 v200 c105 v155	1371	russ1263
860	Polish	knee	kɔlanɔ	k ɔ l a n ɔ	252	k ɔ l a n ɔ	c831 v067 c548 v130 c105 v067	1371	poli1260
861	Norwegian	knee	kneː	k n eː	254	k n eː	c831 c105 v202	1371	norw1258
862	French	knee	ʒənu	ʒ ə n u	254	ʒ ə n u	c679 v155 c105 v027	1371	stan1290
863	Czech	knee	kolɛno	k o l ɛ n o	252	k o l ɛ n o	c831 v042 c548 v229 c105 v042	1371	czec1258
864	Icelandic	knee	kʰniɛː	kʰ n i ɛː	254	kʰ n i ɛː	c813 c105 v191 v225	1371	icel1247
865	Italian	knee	ʤinɔkkjo	ʤ i n ɔ kː j o	254	dʒ i n ɔ kː j o	c649 v191 c105 v067 c825 c564 v042	1371	ital1282
866	Hindi	knee	gʱʊʈnaː	g̤ ʊ ʈ n aː	-253	g̤ ʊ ʈ n aː	c828 v056 c711 c105 v137	1371	hind1269
867	Portuguese	knee	ʒuɐʎu	ʒ w ɐ ʎ u	254	ʒ w ɐ ʎ u	c679 c457 v119 c582 v027	1371	port1283
868	Dutch	know	ʋeːtə	ʋ eː t ə	256	ʋ eː t ə	c424 v202 c118 v155	1410	dutc1256
869	Swedish	know	ɕɛnna	ɕ ɛ nː a	257	ɕ ɛ nː a	c202 v229 c104 v130	1410	swed1254
870	English	know	nəʊ	n əʊ	257	n əu	c105 d029	1410	stan1293
871	German	know	vɪsən	v ɪ s ə n	256	v ɪ s ə n	c446 v219 c087 v155 c105	1410	stan1295
872	Spanish	know	konoθer	k o n o θ e r	257	k o n o θ e r	c831 v042 c105 v042 c413 v200 c151	1410	stan1288
873	Danish	know	viːðə	v iː ð ə	256	v iː ð ə	c446 v183 c415 v155	1410	dani1285
874	Bulgarian	know	znajə	z n a j ə	257	z n a j ə	c078 c105 v130 c564 v155	1410	bulg1262
875	Greek	know	k͡sero	k͡s e r o	258	ks e r o	c844 v200 c151 v042	1410	mode1248
876	Armenian	know	gitɛnɑl	g i t ɛ n ɑ l	256	g i t ɛ n ɑ l	c824 v191 c118 v229 c105 v089 c548	1410	nucl1235
877	Romanian	know	ʃti	ʃ t i	259	ʃ t i	c677 c118 v191	1410	roma1327
878	Russian	know	znatʲ	z n a tʲ	257	z n a tʲ	c078 c105 v130 c113	1410	russ1263
879	Polish	know	znaʨ	z n a ʨ	257	z n a tɕ	c078 c105 v130 c198	1410	poli1260
880	Norwegian	know	ʋiːtə	ʋ iː t ə	256	ʋ iː t ə	c424 v183 c118 v155	1410	norw1258
881	French	know	savwaʁ	s a v w a ʁ	255	s a v w a ʁ	c087 v130 c446 c457 v130 c733	1410	stan1290
882	Czech	know	znaːt	z n aː t	257	z n aː t	c078 c105 v137 c118	1410	czec1258
883	Icelandic	know	vɪːta	v ɪː t a	256	v ɪː t a	c446 v221 c118 v130	1410	icel1247
884	Italian	know	konoʃʃere	k o n o ʃː e r e	257	k o n o ʃː e r e	c831 v042 c105 v042 c672 v200 c151 v200	1410	ital1282
885	Hindi	know	ʤaːnnaː	ʤ aː nː aː	257	dʒ aː nː aː	c649 v137 c104 v137	1410	hind1269
886	Portuguese	know	kuɲəser	k u ɲ ə s e r	257	k u ɲ ə s e r	c831 v027 c589 v155 c087 v200 c151	1410	port1283
887	Dutch	know	kɛnə	k ɛ n ə	257	k ɛ n ə	c831 v229 c105 v155	1410	dutc1256
888	Swedish	know	veta	v e t a	256	v e t a	c446 v200 c118 v130	1410	swed1254
889	German	know	kɛnən	k ɛ n ə n	257	k ɛ n ə n	c831 v229 c105 v155 c105	1410	stan1295
890	Spanish	know	saβeɾ	s a β e ɾ	255	s a β e ɾ	c087 v130 c225 v200 c064	1410	stan1288
891	Danish	know	kɛnə	k ɛ n ə	257	k ɛ n ə	c831 v229 c105 v155	1410	dani1285
892	Greek	know	ɣnorizo	ɣ n o r i z o	257	ɣ n o r i z o	c774 c105 v042 c151 v191 c078 v042	1410	mode1248
893	Romanian	know	kunwaʃte	k u n w a ʃ t e	257	k u n w a ʃ t e	c831 v027 c105 c457 v130 c677 c118 v200	1410	roma1327
894	Polish	know	vʲɛʥɛʨ	vʲ ɛ ʥ ɛ ʨ	256	vʲ ɛ dʑ ɛ tɕ	c429 v229 c195 v229 c198	1410	poli1260
895	Norwegian	know	çenə	ç e n ə	257	ç e n ə	c577 v200 c105 v155	1410	norw1258
896	French	know	kɔnɛtʁ	k ɔ n ɛ t ʁ	257	k ɔ n ɛ t ʁ	c831 v067 c105 v229 c118 c733	1410	stan1290
897	Czech	know	vʲɛdʲɛt	vʲ ɛ dʲ ɛ t	256	vʲ ɛ dʲ ɛ t	c429 v229 c127 v229 c118	1410	czec1258
898	Italian	know	sapere	s a p e r e	255	s a p e r e	c087 v130 c288 v200 c151 v200	1410	ital1282
899	Portuguese	know	sɐber	s ɐ b e r	255	s ɐ b e r	c087 v119 c254 v200 c151	1410	port1283
900	Dutch	leaf	blɑt	b l ɑ t	262	b l ɑ t	c254 c548 v089 c118	628	dutc1256
901	Swedish	leaf	blad	b l a d	262	b l a d	c254 c548 v130 c143	628	swed1254
902	English	leaf	liːf	l iː f	264	l iː f	c548 v183 c447	628	stan1293
903	German	leaf	blat	b l a t	262	b l a t	c254 c548 v130 c118	628	stan1295
904	Spanish	leaf	oxa	o x a	262	o x a	v042 c772 v130	628	stan1288
905	Danish	leaf	blað	b l a ð	262	b l a ð	c254 c548 v130 c415	628	dani1285
906	Bulgarian	leaf	list	l i s t	263	l i s t	c548 v191 c087 c118	628	bulg1262
907	Greek	leaf	filo	f i l o	262	f i l o	c447 v191 c548 v042	628	mode1248
908	Armenian	leaf	tɛɾɛv	t ɛ ɾ ɛ v	260	t ɛ ɾ ɛ v	c118 v229 c064 v229 c446	628	nucl1235
909	Romanian	leaf	fwaje	f w a j e	262	f w a j e	c447 c457 v130 c564 v200	628	roma1327
910	Russian	leaf	lʲist	lʲ i s t	263	lʲ i s t	c540 v191 c087 c118	628	russ1263
911	Polish	leaf	liɕʨ	l i ɕ ʨ	263	l i ɕ tɕ	c548 v191 c202 c198	628	poli1260
912	Norwegian	leaf	blɑː	b l ɑː	-262	b l ɑː	c254 c548 v091	628	norw1258
913	French	leaf	fœj	f œ j	262	f œ j	c447 v178 c564	628	stan1290
914	Czech	leaf	lɪst	l ɪ s t	263	l ɪ s t	c548 v219 c087 c118	628	czec1258
915	Icelandic	leaf	plaːð	p l aː ð	262	p l aː ð	c288 c548 v137 c415	628	icel1247
916	Italian	leaf	fɔʎʎa	f ɔ ʎː a	262	f ɔ ʎː a	c447 v067 c581 v130	628	ital1282
917	Hindi	leaf	pəttaː	p ə tː aː	261	p ə tː aː	c288 v155 c128 v137	628	hind1269
918	Portuguese	leaf	foʎɐ	f o ʎ ɐ	262	f o ʎ ɐ	c447 v042 c582 v119	628	port1283
919	Swedish	leaf	blad	b l a d	262	b l a d	c254 c548 v130 c143	628	swed1254
920	Norwegian	leaf	løːʋ	l øː ʋ	264	l øː ʋ	c548 v169 c424	628	norw1258
921	Icelandic	leaf	løyːv	l ø yː v	264	l ø yː v	c548 v171 v168 c446	628	icel1247
922	Dutch	lie	lɪɣə	l ɪ ɣ ə	269	l ɪ ɣ ə	c548 v219 c774 v155	1411	dutc1256
923	Swedish	lie	ligːa	l i gː a	269	l i gː a	c548 v191 c819 v130	1411	swed1254
924	English	lie	laɪ	l aɪ	269	l aɪ	c548 d032	1411	stan1293
925	German	lie	liːɡən	l iː ɡ ə n	269	l iː g ə n	c548 v183 c824 v155 c105	1411	stan1295
926	Spanish	lie	kostaðo	k o s t a ð o	270	k o s t a ð o	c831 v042 c087 c118 v130 c415 v042	1411	stan1288
927	Danish	lie	legə	l e g ə	269	l e g ə	c548 v200 c824 v155	1411	dani1285
928	Bulgarian	lie	lɛʒə	l ɛ ʒ ə	269	l ɛ ʒ ə	c548 v229 c679 v155	1411	bulg1262
929	Armenian	lie	pɑrkɛl	p ɑ r k ɛ l	-266	p ɑ r k ɛ l	c288 v089 c151 c831 v229 c548	1411	nucl1235
930	Romanian	lie	kulka	k u l k a	265	k u l k a	c831 v027 c548 c831 v130	1411	roma1327
931	Russian	lie	lʲɪʒatʲ	lʲ ɪ ʒ a tʲ	269	lʲ ɪ ʒ a tʲ	c540 v219 c679 v130 c113	1411	russ1263
932	Polish	lie	lɛʒɛʨ	l ɛ ʒ ɛ ʨ	269	l ɛ ʒ ɛ tɕ	c548 v229 c679 v229 c198	1411	poli1260
933	Norwegian	lie	ligə	l i g ə	269	l i g ə	c548 v191 c824 v155	1411	norw1258
934	French	lie	kuʃe	k u ʃ e	265	k u ʃ e	c831 v027 c677 v200	1411	stan1290
935	Czech	lie	lɛʒɛt	l ɛ ʒ ɛ t	269	l ɛ ʒ ɛ t	c548 v229 c679 v229 c118	1411	czec1258
936	Icelandic	lie	lɪcːa	l ɪ cː a	269	l ɪ cː a	c548 v219 c592 v130	1411	icel1247
937	Italian	lie	ʤaʧere	ʤ a ʧ e r e	268	dʒ a tʃ e r e	c649 v130 c645 v200 c151 v200	1411	ital1282
938	Hindi	lie	leʈnaː	l e ʈ n aː	267	l e ʈ n aː	c548 v200 c711 c105 v137	1411	hind1269
939	Portuguese	lie	dɐjtar	d ɐ j t a r	268	d ɐ j t a r	c143 v119 c564 c118 v130 c151	1411	port1283
940	Dutch	liver	leːvər	l eː v ə r	273	l eː v ə r	c548 v202 c446 v155 c151	1224	dutc1256
941	Swedish	liver	leːver	l eː v e r	273	l eː v e r	c548 v202 c446 v200 c151	1224	swed1254
942	English	liver	lɪvər	l ɪ v ə r	273	l ɪ v ə r	c548 v219 c446 v155 c151	1224	stan1293
943	German	liver	leːbər	l eː b ə r	273	l eː b ə r	c548 v202 c254 v155 c151	1224	stan1295
944	Spanish	liver	iɣaðo	i ɣ a ð o	271	i ɣ a ð o	v191 c774 v130 c415 v042	1224	stan1288
945	Danish	liver	lewˀʌ	l e wˀ ʌ	273	l e wˀ ʌ	c548 v200 c463 v097	1224	dani1285
946	Bulgarian	liver	drop	d r o p	275	d r o p	c143 c151 v042 c288	1224	bulg1262
947	Greek	liver	sikoti	s i k o t i	-274	s i k o t i	c087 v191 c831 v042 c118 v191	1224	mode1248
948	Armenian	liver	lɪɑrtʰ	l ɪ a r tʰ	273	l ɪ a r tʰ	c548 v219 v130 c151 c136	1224	nucl1235
949	Romanian	liver	fikat	f i k a t	271	f i k a t	c447 v191 c831 v130 c118	1224	roma1327
950	Russian	liver	pʲeʧʲɪnʲ	pʲ e ʧʲ ɪ nʲ	278	pʲ e tʃʲ ɪ nʲ	c270 v200 c658 v219 c099	1224	russ1263
951	Polish	liver	vɔ̃trɔba	v ɔ̃ t r ɔ b a	277	v ɔ̃ t r ɔ b a	c446 v066 c118 c151 v067 c254 v130	1224	poli1260
952	Norwegian	liver	leʋəɾ	l e ʋ ə ɾ	-273	l e ʋ ə ɾ	c548 v200 c424 v155 c064	1224	norw1258
953	French	liver	fwɑ	f w ɑ	271	f w ɑ	c447 c457 v089	1224	stan1290
954	Czech	liver	jaːtra	j aː t r a	272	j aː t r a	c564 v137 c118 c151 v130	1224	czec1258
955	Icelandic	liver	lɪːvʏr	l ɪː v ʏ r	273	l ɪː v ʏ r	c548 v221 c446 v173 c151	1224	icel1247
956	Italian	liver	feɡato	f e ɡ a t o	271	f e g a t o	c447 v200 c824 v130 c118 v042	1224	ital1282
957	Hindi	liver	kəleːʤaː	k ə l eː ʤ aː	276	k ə l eː dʒ aː	c831 v155 c548 v202 c649 v137	1224	hind1269
958	Portuguese	liver	figɐdu	f i g ɐ d u	271	f i g ɐ d u	c447 v191 c824 v119 c143 v027	1224	port1283
959	Dutch	long	lɑŋ	l ɑ ŋ	281	l ɑ ŋ	c548 v089 c795	1203	dutc1256
960	Swedish	long	loŋː	l o ŋː	281	l o ŋː	c548 v042 c798	1203	swed1254
961	English	long	lɔŋ	l ɔ ŋ	281	l ɔ ŋ	c548 v067 c795	1203	stan1293
962	German	long	laŋ	l a ŋ	281	l a ŋ	c548 v130 c795	1203	stan1295
963	Spanish	long	laɾɣo	l a ɾ ɣ o	283	l a ɾ ɣ o	c548 v130 c064 c774 v042	1203	stan1288
964	Danish	long	lɑŋˀ	l ɑ ŋˀ	281	l ɑ ŋˀ	c548 v089 c794	1203	dani1285
965	Bulgarian	long	dɤlək	d ɤ l ə k	281	d ɤ l ə k	c143 v084 c548 v155 c831	1203	bulg1262
966	Greek	long	makris	m a k r i s	282	m a k r i s	c239 v130 c831 c151 v191 c087	1203	mode1248
967	Armenian	long	jɛɾkɑɾ	j ɛ ɾ k ɑ ɾ	280	j ɛ ɾ k ɑ ɾ	c564 v229 c064 c831 v089 c064	1203	nucl1235
968	Romanian	long	luŋ	l u ŋ	281	l u ŋ	c548 v027 c795	1203	roma1327
969	Russian	long	dlʲinnɨj	d lʲ i nː ɨ j	281	d lʲ i nː ɨ j	c143 c540 v191 c104 v116 c564	1203	russ1263
970	Polish	long	dwuɡi	d w u ɡ i	281	d w u g i	c143 c457 v027 c824 v191	1203	poli1260
971	Norwegian	long	lɑŋ	l ɑ ŋ	281	l ɑ ŋ	c548 v089 c795	1203	norw1258
972	French	long	lõ	l õ	281	l õ	c548 v038	1203	stan1290
973	Czech	long	dlowɦiː	d l o w ɦ iː	281	d l o w ɦ iː	c143 c548 v042 c457 c397 v183	1203	czec1258
974	Icelandic	long	laŋkʏr	l a ŋ k ʏ r	281	l a ŋ k ʏ r	c548 v130 c795 c831 v173 c151	1203	icel1247
975	Italian	long	lunɡo	l u n ɡ o	281	l u n g o	c548 v027 c105 c824 v042	1203	ital1282
976	Hindi	long	ləmbaː	l ə m b aː	279	l ə m b aː	c548 v155 c239 c254 v137	1203	hind1269
977	Portuguese	long	lõgu	l õ g u	281	l õ g u	c548 v038 c824 v027	1203	port1283
978	Dutch	louse	lœys	l œi s	286	l œi s	c548 d042 c087	1392	dutc1256
979	Swedish	louse	luːs	l uː s	286	l uː s	c548 v019 c087	1392	swed1254
980	English	louse	laʊs	l aʊ s	286	l aʊ s	c548 d028 c087	1392	stan1293
981	German	louse	laus	l au s	286	l au s	c548 d026 c087	1392	stan1295
982	Spanish	louse	pjoxo	p j o x o	288	p j o x o	c288 c564 v042 c772 v042	1392	stan1288
983	Danish	louse	luˀs	l uˀ s	286	l uˀ s	c548 v013 c087	1392	dani1285
984	Bulgarian	louse	vɤʃkə	v ɤ ʃ k ə	284	v ɤ ʃ k ə	c446 v084 c677 c831 v155	1392	bulg1262
985	Greek	louse	p͡sira	p͡s i r a	285	ps i r a	c291 v191 c151 v130	1392	mode1248
986	Armenian	louse	voʧʰil	v o ʧʰ i l	287	v o tʃʰ i l	c446 v042 c655 v191 c548	1392	nucl1235
987	Romanian	louse	pəduke	p ə d u k e	288	p ə d u k e	c288 v155 c143 v027 c831 v200	1392	roma1327
988	Russian	louse	voʃ	v o ʃ	284	v o ʃ	c446 v042 c677	1392	russ1263
989	Polish	louse	vɛʃ	v ɛ ʃ	284	v ɛ ʃ	c446 v229 c677	1392	poli1260
990	Norwegian	louse	lʉːs	l ʉː s	286	l ʉː s	c548 v100 c087	1392	norw1258
991	French	louse	pu	p u	288	p u	c288 v027	1392	stan1290
992	Czech	louse	vɛʃ	v ɛ ʃ	284	v ɛ ʃ	c446 v229 c677	1392	czec1258
993	Icelandic	louse	luːs	l uː s	286	l uː s	c548 v019 c087	1392	icel1247
994	Italian	louse	pidɔkkjo	p i d ɔ kː j o	288	p i d ɔ kː j o	c288 v191 c143 v067 c825 c564 v042	1392	ital1282
995	Hindi	louse	ʤuː	ʤ uː	284	dʒ uː	c649 v019	1392	hind1269
996	Portuguese	louse	pi.oʎu	p i o ʎ u	288	p i o ʎ u	c288 v191 v042 c582 v027	1392	port1283
997	Dutch	man	mɑn	m ɑ n	293	m ɑ n	c239 v089 c105	1554	dutc1256
998	Swedish	man	manː	m a nː	293	m a nː	c239 v130 c104	1554	swed1254
999	English	man	mæn	m æ n	293	m æ n	c239 v198 c105	1554	stan1293
1000	German	man	man	m a n	293	m a n	c239 v130 c105	1554	stan1295
1001	Danish	man	manˀ	m a nˀ	293	m a nˀ	c239 v130 c094	1554	dani1285
1002	Bulgarian	man	mɤʃ	m ɤ ʃ	293	m ɤ ʃ	c239 v084 c677	1554	bulg1262
