ID	DOCULECT	CONCEPT	COUNTERPART	IPA	TOKENS	COGID	CLPA_TOKENS	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
1289	Albanian	wet	lagët	lagət	l a g ə t	141	l a g ə t	c548 v130 c824 v155 c118	1726	gheg1238
1290	English	wet	wet	wɛt	w ɛ t	139	w ɛ t	c457 v229 c118	1726	stan1293
1291	French	wet	mouillé	muje	m u j e	138	m u j e	c239 v027 c564 v200	1726	stan1290
1292	German	wet	nass	nas	n a s	137	n a s	c105 v130 c087	1726	stan1295
1293	Hawaiian	wet	pulu	pulu	p u l u	144	p u l u	c288 v027 c548 v027	1726	hawa1245
1294	Navajo	wet	ditƚéé'	ditˡeːʔ	d i tˡ eː ʔ	142	d i tˡ eː ʔ	c143 v191 c119 v202 c405	1726	nava1243
1295	Turkish	wet	ıslak	ɯslak	ɯ s l a k	140	ɯ s l a k	v081 c087 c548 v130 c831	1726	nucl1301
1296	Albanian	what	ç'	ʧ	ʧ	418	tʃ	c645	1236	gheg1238
1297	English	what	what	wɑt	w ɑ t	416	w ɑ t	c457 v089 c118	1236	stan1293
1298	French	what	quoi	kwa	k w a	416	k w a	c831 c457 v130	1236	stan1290
1299	German	what	was	v	v	416	v	c446	1236	stan1295
1300	Hawaiian	what	aha	aha	a h a	420	a h a	v130 c401 v130	1236	hawa1245
1301	Navajo	what	ha'át'íísh	haʔaytˀiːʃ	h a ʔ ai tˀ iː ʃ	419	h a ʔ ai tˀ iː ʃ	c401 v130 c405 d030 c840 v183 c677	1236	nava1243
1302	Turkish	what	ne	ne	n e	417	n e	c105 v200	1236	nucl1301
1303	Albanian	white	bardhë	barð	b a r ð	535	b a r ð	c254 v130 c151 c415	1335	gheg1238
1304	English	white	white	wait	w ai t	532	w ai t	c457 d030 c118	1335	stan1293
1305	French	white	blanc	blɑ̃ʃ	b l ɑ̃ ʃ	-533	b l ɑ̃ ʃ	c254 c548 v088 c677	1335	stan1290
1306	German	white	weiß	vais	v ai s	532	v ai s	c446 d030 c087	1335	stan1295
1307	Hawaiian	white	ke`oke`o	keʔokeʔo	k e ʔ o k e ʔ o	538	k e ʔ o k e ʔ o	c831 v200 c405 v042 c831 v200 c405 v042	1335	hawa1245
1308	Navajo	white	ƚigai	ɬigai	ɬ i g a i	536	ɬ i g a i	c534 v191 c824 v130 v191	1335	nava1243
1309	Turkish	white	ak	ak	a k	534	a k	v130 c831	1335	nucl1301
1310	Albanian	who	kush	k	k	992	k	c831	1235	gheg1238
1311	English	who	who	hu	h u	992	h u	c401 v027	1235	stan1293
1312	French	who	qui	ki	k i	992	k i	c831 v191	1235	stan1290
1313	German	who	wer	veː	v eː	992	v eː	c446 v202	1235	stan1295
1314	Hawaiian	who	wai	wai	w a i	995	w a i	c457 v130 v191	1235	hawa1245
1315	Navajo	who	háí	hayi	h ai i	994	h ai i	c401 d030 v191	1235	nava1243
1316	Turkish	who	kim	kim	k i m	993	k i m	c831 v191 c239	1235	nucl1301
1317	Albanian	wide	gjerë	ɟer	ɟ e r	184	ɟ e r	c603 v200 c151	1243	gheg1238
1318	English	wide	wide	waid	w ai d	181	w ai d	c457 d030 c143	1243	stan1293
1319	French	wide	large	larʒ	l a r ʒ	182	l a r ʒ	c548 v130 c151 c679	1243	stan1290
1320	German	wide	weit	vait	v ai t	181	v ai t	c446 d030 c118	1243	stan1295
1321	Hawaiian	wide	ākea	aːkea	aː k e a	187	aː k e a	v137 c831 v200 v130	1243	hawa1245
1322	Navajo	wide	niteel	niteːl	n i t eː l	185	n i t eː l	c105 v191 c118 v202 c548	1243	nava1243
1323	Turkish	wide	geniş	geniʃ	g e n i ʃ	183	g e n i ʃ	c824 v200 c105 v191 c677	1243	nucl1301
1324	Albanian	wife	grua	gru	g r u	1165	g r u	c824 c151 v027	1199	gheg1238
1325	English	wife	wife	waif	w ai f	1163	w ai f	c457 d030 c447	1199	stan1293
1326	French	wife	femme	fam	f a m	1162	f a m	c447 v130 c239	1199	stan1290
1327	German	wife	Gattin	gatin	g a t i n	1161	g a t i n	c824 v130 c118 v191 c105	1199	stan1295
1328	Hawaiian	wife	wahine	wahine	w a h i n e	1168	w a h i n e	c457 v130 c401 v191 c105 v200	1199	hawa1245
1329	Navajo	wife	'a'áád	ʔaːd	ʔ aː d	1166	ʔ aː d	c405 v137 c143	1199	nava1243
1330	Turkish	wife	karı	karɯ	k a r ɯ	1164	k a r ɯ	c831 v130 c151 v081	1199	nucl1301
1331	Albanian	wind	erë	er	e r	-1235	e r	v200 c151	960	gheg1238
1332	English	wind	wind	wɪnd	w ɪ n d	1233	w ɪ n d	c457 v219 c105 c143	960	stan1293
1333	French	wind	vent	vɑ̃	v ɑ̃	1233	v ɑ̃	c446 v088	960	stan1290
1334	German	wind	Wind	vind	v i n d	1233	v i n d	c446 v191 c105 c143	960	stan1295
1335	Hawaiian	wind	makani	makani	m a k a n i	1237	m a k a n i	c239 v130 c831 v130 c105 v191	960	hawa1245
1336	Navajo	wind	níƚch'i	niɬʧˀi	n i ɬ ʧˀ i	1236	n i ɬ tʃˀ i	c105 v191 c534 c646 v191	960	nava1243
1337	Turkish	wind	rüzgar	ryzgaːr	r y z g aː r	-1234	r y z g aː r	c151 v166 c078 c824 v137 c151	960	nucl1301
1338	Albanian	wing	fletë	flet	f l e t	1230	f l e t	c447 c548 v200 c118	1257	gheg1238
1339	English	wing	wing	wɪŋ	w ɪ ŋ	-1228	w ɪ ŋ	c457 v219 c795	1257	stan1293
1340	French	wing	aile	ɛl	ɛ l	1227	ɛ l	v229 c548	1257	stan1290
1341	German	wing	Flügel	flyːgəl	f l yː g ə l	1226	f l yː g ə l	c447 c548 v168 c824 v155 c548	1257	stan1295
1342	Hawaiian	wing	`ēheu	ʔeːheu	ʔ eː h e u	1232	ʔ eː h e u	c405 v202 c401 v200 v027	1257	hawa1245
1343	Navajo	wing	'at'a'	tˀaʔ	tˀ a ʔ	1231	tˀ a ʔ	c840 v130 c405	1257	nava1243
1344	Turkish	wing	kanat	kanad	k a n a d	1229	k a n a d	c831 v130 c105 v130 c143	1257	nucl1301
1345	Albanian	wipe	fshin	fʃi	f ʃ i	1139	f ʃ i	c447 c677 v191	1454	gheg1238
1346	English	wipe	wipes	waip	w ai p	1137	w ai p	c457 d030 c288	1454	stan1293
1347	French	wipe	essuie	esɥije	e s ɥ i j e	1136	e s ɥ i j e	v200 c087 c453 v191 c564 v200	1454	stan1290
1348	German	wipe	wischt	viʃ	v i ʃ	1135	v i ʃ	c446 v191 c677	1454	stan1295
1349	Hawaiian	wipe	kāwele	kaːwele	k aː w e l e	-1142	k aː w e l e	c831 v137 c457 v200 c548 v200	1454	hawa1245
1350	Navajo	wipe	nánísht'od	naynitˀod	n ai n i tˀ o d	1140	n ai n i tˀ o d	c105 d030 c105 v191 c840 v042 c143	1454	nava1243
1351	Turkish	wipe	siliyor	sil	s i l	1138	s i l	c087 v191 c548	1454	nucl1301
1352	Albanian	with	me	me	m e	92	m e	c239 v200	1340	gheg1238
1353	English	with	with	wɪθ	w ɪ θ	94	w ɪ θ	c457 v219 c413	1340	stan1293
1354	French	with	avec	avɛk	a v ɛ k	93	a v ɛ k	v130 c446 v229 c831	1340	stan1290
1355	German	with	mit	mit	m i t	92	m i t	c239 v191 c118	1340	stan1295
1356	Hawaiian	with	me	me	m e	98	m e	c239 v200	1340	hawa1245
1357	Navajo	with	biƚ	iɬ	i ɬ	96	i ɬ	v191 c534	1340	nava1243
1358	Turkish	with	ile	ile	i l e	95	i l e	v191 c548 v200	1340	nucl1301
1359	Albanian	woman	grua	gru	g r u	859	g r u	c824 c151 v027	962	gheg1238
1360	English	woman	woman	wʊmən	w ʊ m ə n	857	w ʊ m ə n	c457 v056 c239 v155 c105	962	stan1293
1361	French	woman	femme	fam	f a m	856	f a m	c447 v130 c239	962	stan1290
1362	German	woman	Frau	frau	f r au	855	f r au	c447 c151 d026	962	stan1295
1363	Hawaiian	woman	wahine	wahine	w a h i n e	862	w a h i n e	c457 v130 c401 v191 c105 v200	962	hawa1245
1364	Navajo	woman	'asdzání	ʔasʣayni	ʔ a s ʣ ai n i	860	ʔ a s dz ai n i	c405 v130 c087 c020 d030 c105 v191	962	nava1243
1365	Turkish	woman	kadın	kadɯn	k a d ɯ n	-858	k a d ɯ n	c831 v130 c143 v081 c105	962	nucl1301
1366	Albanian	woods	pyll	pył	p y ł	-34	p y lˠ	c288 v166 c543	420	gheg1238
1367	English	woods	woods	wʊd	w ʊ d	32	w ʊ d	c457 v056 c143	420	stan1293
1368	French	woods	bois	bwa	b w a	-31	b w a	c254 c457 v130	420	stan1290
1369	German	woods	Wald	vald	v a l d	30	v a l d	c446 v130 c548 c143	420	stan1295
1370	Hawaiian	woods	ulu lā`au	ululaːʔau	u l u l aː ʔ a u	37	u l u l aː ʔ a u	v027 c548 v027 c548 v137 c405 v130 v027	420	hawa1245
1371	Navajo	woods	tsintah	ʦintah	ʦ i n t a h	35	ts i n t a h	c015 v191 c105 c118 v130 c401	420	nava1243
1372	Turkish	woods	orman	orman	o r m a n	33	o r m a n	v042 c151 c239 v130 c105	420	nucl1301
1373	Albanian	worm	krimb	krimb	k r i m b	886	k r i m b	c831 c151 v191 c239 c254	1219	gheg1238
1374	English	worm	worm	wərm	w ə r m	884	w ə r m	c457 v155 c151 c239	1219	stan1293
1375	French	worm	ver	vɛr	v ɛ r	884	v ɛ r	c446 v229 c151	1219	stan1290
1376	German	worm	Wurm	vurm	v u r m	884	v u r m	c446 v027 c151 c239	1219	stan1295
1377	Hawaiian	worm	ko`e	koʔe	k o ʔ e	888	k o ʔ e	c831 v042 c405 v200	1219	hawa1245
1378	Navajo	worm	ch'osh	ʧˀoʃ	ʧˀ o ʃ	887	tʃˀ o ʃ	c646 v042 c677	1219	nava1243
1379	Turkish	worm	solucan	soluʤan	s o l u ʤ a n	-885	s o l u dʒ a n	c087 v042 c548 v027 c649 v130 c105	1219	nucl1301
1380	Albanian	year	vit	vit	v i t	406	v i t	c446 v191 c118	1226	gheg1238
1381	English	year	year	jɪr	j ɪ r	403	j ɪ r	c564 v219 c151	1226	stan1293
1382	French	year	année	ane	a n e	404	a n e	v130 c105 v200	1226	stan1290
1383	German	year	Jahr	jaːr	j aː r	403	j aː r	c564 v137 c151	1226	stan1295
1384	Hawaiian	year	makahiki	makahiki	m a k a h i k i	408	m a k a h i k i	c239 v130 c831 v130 c401 v191 c831 v191	1226	hawa1245
1385	Navajo	year	hai	hai	h ai	407	h ai	c401 d030	1226	nava1243
1386	Turkish	year	sene	sene	s e n e	-405	s e n e	c087 v200 c105 v200	1226	nucl1301
1387	Albanian	yellow	verdhë	verð	v e r ð	-16	v e r ð	c446 v200 c151 c415	1424	gheg1238
1388	English	yellow	yellow	jɛlo	j ɛ l o	14	j ɛ l o	c564 v229 c548 v042	1424	stan1293
1389	French	yellow	jaune	ʒon	ʒ o n	14	ʒ o n	c679 v042 c105	1424	stan1290
1390	German	yellow	gelb	gelb	g e l b	14	g e l b	c824 v200 c548 c254	1424	stan1295
1391	Hawaiian	yellow	melemele	melemele	m e l e m e l e	19	m e l e m e l e	c239 v200 c548 v200 c239 v200 c548 v200	1424	hawa1245
1392	Navajo	yellow	ƚitso	ɬiʦo	ɬ i ʦ o	17	ɬ i ts o	c534 v191 c015 v042	1424	nava1243
1393	Turkish	yellow	sarı	sarɯ	s a r ɯ	15	s a r ɯ	c087 v130 c151 v081	1424	nucl1301
1394	Albanian	you	ju	ju	j u	1029	j u	c564 v027	1213	gheg1238
1395	English	you	you	ju	j u	1028	j u	c564 v027	1213	stan1293
1396	French	you	vous	vu	v u	1029	v u	c446 v027	1213	stan1290
1397	German	you	ihr	iːr	iː r	1028	iː r	v183 c151	1213	stan1295
1398	Hawaiian	you	`oukou	ʔou	ʔ o u	1032	ʔ o u	c405 v042 v027	1213	hawa1245
1399	Navajo	you	nihí	nihi	n i h i	1031	n i h i	c105 v191 c401 v191	1213	nava1243
1400	Turkish	you	siz	s	s	1030	s	c087	1213	nucl1301
