ID	DOCULECT	CONCEPT	IDS_ID	COUNTERPART	IPA	COGID	TOKENS	CLPA_TOKENS	CLPA_IDS	CONCEPTICON_ID	CONCEPTICON_GLOSS	GLOTTOLOG
645	German	the fox	3.74	Fuchs	fʊks	1136	f ʊ k s	f ʊ k s	c447 v056 c831 c087	1312	FOX	stan1295
646	French	the fox	3.74	renard	ʀənaʀ	1137	ʀ ə n a ʀ	ʀ ə n a ʀ	c761 v155 c105 v130 c761	1312	FOX	stan1290
647	Dutch	the fox	3.74	vos	vɔs	1136	v ɔ s	v ɔ s	c446 v067 c087	1312	FOX	dutc1256
648	English	the fox	3.74	fox	fɔks	1136	f ɔ k s	f ɔ k s	c447 v067 c831 c087	1312	FOX	stan1293
712	German	the frog	3.95	Frosch	frɔʃ	801	f r ɔ ʃ	f r ɔ ʃ	c447 c151 v067 c677	503	FROG	stan1295
713	French	the frog	3.95	grenouille	ɡʀənuj	802	ɡ ʀ ə n u j	g ʀ ə n u j	c824 c761 v155 c105 v027 c564	503	FROG	stan1290
714	Dutch	the frog	3.95	kikker	kɪkər	803	k ɪ k ə r	k ɪ k ə r	c831 v219 c831 v155 c151	503	FROG	dutc1256
715	English	the frog	3.95	frog	frɔɡ	801	f r ɔ ɡ	f r ɔ g	c447 c151 v067 c824	503	FROG	stan1293
1721	German	the furrow	8.212	Furche	fʊrxə	1133	f ʊ r x ə	f ʊ r x ə	c447 v056 c151 c772 v155	1794	FURROW	stan1295
1722	French	the furrow	8.212	sillon	sijɔ̃	1134	s i j ɔ̃	s i j ɔ̃	c087 v191 c564 v066	1794	FURROW	stan1290
1723	Dutch	the furrow	8.212	vore	voːrə	1133	v oː r ə	v oː r ə	c446 v035 c151 v155	1794	FURROW	dutc1256
1724	English	the furrow	8.212	furrow	fʌrəʊ	1133	f ʌ r əʊ	f ʌ r əu	c447 v097 c151 d029	1794	FURROW	stan1293
1697	German	the garden	8.13	Garten	ɡaːrtən	-1723	ɡ aː r t ə n	g aː r t ə n	c824 v137 c151 c118 v155 c105	586	GARDEN	stan1295
1698	French	the garden	8.13	jardin	ʒaʀdɛ̃	1723	ʒ a ʀ d ɛ̃	ʒ a ʀ d ɛ̃	c679 v130 c761 c143 v231	586	GARDEN	stan1290
1699	Dutch	the garden	8.13	tuin	tœyn	1725	t œi n	t œi n	c118 d042 c105	586	GARDEN	dutc1256
1700	English	the garden	8.13	garden	ɡɑːdṇ	-1723	ɡ ɑː d ṇ	g ɑː d n̩	c824 v091 c143 c095	586	GARDEN	stan1293
297	German	the girl	2.26	Mädchen	mɛːtxən	108	m ɛː t x ə n	m ɛː t x ə n	c239 v225 c118 c772 v155 c105	1646	GIRL	stan1295
298	French	the girl	2.26	fille	fij	110	f i j	f i j	c447 v191 c564	1646	GIRL	stan1290
299	Dutch	the girl	2.26	meisje	mɛɪsjə	108	m ɛɪ s j ə	m ɛi s j ə	c239 d059 c087 c564 v155	1646	GIRL	dutc1256
300	English	the girl	2.26	girl	ɡɜːl	109	ɡ ɜː l	g ɜː l	c824 v150 c548	1646	GIRL	stan1293
2073	German	the glass	9.74	Glas	ɡlaːs	993	ɡ l aː s	g l aː s	c824 c548 v137 c087	604	GLASS	stan1295
2074	French	the glass	9.74	verre	vɛʀ	994	v ɛ ʀ	v ɛ ʀ	c446 v229 c761	604	GLASS	stan1290
2075	Dutch	the glass	9.74	glas	xlɑs	993	x l ɑ s	x l ɑ s	c772 c548 v089 c087	604	GLASS	dutc1256
2076	English	the glass	9.74	glass	ɡlɑːs	993	ɡ l ɑː s	g l ɑː s	c824 c548 v091 c087	604	GLASS	stan1293
2019	German	the glue	9.56	Leim	laim	30	l ai m	l ai m	c548 d030 c239	1069	GLUE	stan1295
2020	German	the glue	9.56	Klebstoff	kleːp#ʃtɔf	33	k l eː p # ʃ t ɔ f	k l eː p _ ʃ t ɔ f	c831 c548 v202 c288 m001 c677 c118 v067 c447	1069	GLUE	stan1295
2021	French	the glue	9.56	colle	kɔl	32	k ɔ l	k ɔ l	c831 v067 c548	1069	GLUE	stan1290
2022	Dutch	the glue	9.56	lijm	lɛɪm	30	l ɛɪ m	l ɛi m	c548 d059 c239	1069	GLUE	dutc1256
2023	English	the glue	9.56	glue	ɡluː	31	ɡ l uː	g l uː	c824 c548 v019	1069	GLUE	stan1293
1113	German	the goitre/goiter	4.842	Kropf	krɔp͡f	2159	k r ɔ p͡f	k r ɔ pf	c831 c151 v067 c420	1957	GOITER	stan1295
1114	French	the goitre/goiter	4.842	goître	ɡwatʀ	2160	ɡ w a t ʀ	g w a t ʀ	c824 c457 v130 c118 c761	1957	GOITER	stan1290
1115	Dutch	the goitre/goiter	4.842	krop	krɔp	2159	k r ɔ p	k r ɔ p	c831 c151 v067 c288	1957	GOITER	dutc1256
1116	English	the goitre/goiter	4.842	goitre	ɡɔɪtər	-2160	ɡ ɔi t ə r	g ɔi t ə r	c824 d018 c118 v155 c151	1957	GOITER	stan1293
2041	German	the gold	9.64	Gold	ɡɔlt	1642	ɡ ɔ l t	g ɔ l t	c824 v067 c548 c118	1369	GOLD	stan1295
2042	French	the gold	9.64	or	ɔʀ	1643	ɔ ʀ	ɔ ʀ	v067 c761	1369	GOLD	stan1290
2043	Dutch	the gold	9.64	goud	xɑut	1642	x ɑu t	x ɑu t	c772 d023 c118	1369	GOLD	dutc1256
2044	English	the gold	9.64	gold	ɡəʊld	1642	ɡ əʊ l d	g əu l d	c824 d029 c548 c143	1369	GOLD	stan1293
559	German	the goose	3.56	Gans	ɡans	2147	ɡ a n s	g a n s	c824 v130 c105 c087	1187	GOOSE	stan1295
560	French	the goose	3.56	oie	wa	2148	w a	w a	c457 v130	1187	GOOSE	stan1290
561	Dutch	the goose	3.56	gans	xɑns	2147	x ɑ n s	x ɑ n s	c772 v089 c105 c087	1187	GOOSE	dutc1256
562	English	the goose	3.56	goose	ɡuːs	2147	ɡ uː s	g uː s	c824 v019 c087	1187	GOOSE	stan1293
1773	German	the grain	8.42	Getreide	ɡə#traidə	1784	ɡ ə # t r ai d ə	g ə _ t r ai d ə	c824 v155 m001 c118 c151 d030 c143 v155	605	GRAIN	stan1295
1774	French	the grain	8.42	grain	ɡʀɛ̃	1785	ɡ ʀ ɛ̃	g ʀ ɛ̃	c824 c761 v231	605	GRAIN	stan1290
1775	French	the grain	8.42	graine	ɡʀɛn	1785	ɡ ʀ ɛ n	g ʀ ɛ n	c824 c761 v229 c105	605	GRAIN	stan1290
1776	Dutch	the grain	8.42	graan	xraːn	-1785	x r aː n	x r aː n	c772 c151 v137 c105	605	GRAIN	dutc1256
1777	English	the grain	8.42	grain	ɡreɪn	-1785	ɡ r eɪ n	g r eɪ n	c824 c151 d048 c105	605	GRAIN	stan1293
371	German	the granddaughter	2.49	Enkelin	ɛŋkəlɪn	1357	ɛ ŋ k ə l ɪ n	ɛ ŋ k ə l ɪ n	v229 c795 c831 v155 c548 v219 c105	1619	GRANDDAUGHTER	stan1295
372	French	the granddaughter	2.49	petite-fille	pətit#fij	1359	p ə t i t # f i j	p ə t i t _ f i j	c288 v155 c118 v191 c118 m001 c447 v191 c564	1619	GRANDDAUGHTER	stan1290
373	Dutch	the granddaughter	2.49	kleindochter	klɛɪn#dɔxtər	1358	k l ɛɪ n # d ɔ x t ə r	k l ɛi n _ d ɔ x t ə r	c831 c548 d059 c105 m001 c143 v067 c772 c118 v155 c151	1619	GRANDDAUGHTER	dutc1256
374	English	the granddaughter	2.49	granddaughter	ɡræn#dɔːtər	1358	ɡ r æ n # d ɔː t ə r	g r æ n _ d ɔː t ə r	c824 c151 v198 c105 m001 c143 v065 c118 v155 c151	1619	GRANDDAUGHTER	stan1293
355	German	the grandfather	2.46	Großvater	ɡroːs#faːtər	1351	ɡ r oː s # f aː t ə r	g r oː s _ f aː t ə r	c824 c151 v035 c087 m001 c447 v137 c118 v155 c151	1383	GRANDFATHER	stan1295
356	French	the grandfather	2.46	grand-père	ɡʀɑ̃#pɛʀ	1351	ɡ ʀ ɑ̃ # p ɛ ʀ	g ʀ ɑ̃ _ p ɛ ʀ	c824 c761 v088 m001 c288 v229 c761	1383	GRANDFATHER	stan1290
357	Dutch	the grandfather	2.46	grootvader	xroːt#faːdər	1351	x r oː t # f aː d ə r	x r oː t _ f aː d ə r	c772 c151 v035 c118 m001 c447 v137 c143 v155 c151	1383	GRANDFATHER	dutc1256
358	English	the grandfather	2.46	grandfather	ɡrænd#fɑːðər	1351	ɡ r æ n d # f ɑː ð ə r	g r æ n d _ f ɑː ð ə r	c824 c151 v198 c105 c143 m001 c447 v091 c415 v155 c151	1383	GRANDFATHER	stan1293
363	German	the grandmother	2.47	Großmutter	ɡroːs#mʊtər	1353	ɡ r oː s # m ʊ t ə r	g r oː s _ m ʊ t ə r	c824 c151 v035 c087 m001 c239 v056 c118 v155 c151	1496	GRANDMOTHER	stan1295
364	French	the grandmother	2.47	grand-mère	ɡʀɑ̃#mɛʀ	1353	ɡ ʀ ɑ̃ # m ɛ ʀ	g ʀ ɑ̃ _ m ɛ ʀ	c824 c761 v088 m001 c239 v229 c761	1496	GRANDMOTHER	stan1290
365	Dutch	the grandmother	2.47	grootmoeder	xroːt#muːdər	1353	x r oː t # m uː d ə r	x r oː t _ m uː d ə r	c772 c151 v035 c118 m001 c239 v019 c143 v155 c151	1496	GRANDMOTHER	dutc1256
366	English	the grandmother	2.47	grandmother	ɡræn#mʌðər	1353	ɡ r æ n # m ʌ ð ə r	g r æ n _ m ʌ ð ə r	c824 c151 v198 c105 m001 c239 v097 c415 v155 c151	1496	GRANDMOTHER	stan1293
367	German	the grandson	2.48	Enkel	ɛŋkəl	1354	ɛ ŋ k ə l	ɛ ŋ k ə l	v229 c795 c831 v155 c548	1618	GRANDSON	stan1295
368	French	the grandson	2.48	petit-fils	pəti#fis	1356	p ə t i # f i s	p ə t i _ f i s	c288 v155 c118 v191 m001 c447 v191 c087	1618	GRANDSON	stan1290
369	Dutch	the grandson	2.48	kleinzoon	klɛɪn#zoːn	1355	k l ɛɪ n # z oː n	k l ɛi n _ z oː n	c831 c548 d059 c105 m001 c078 v035 c105	1618	GRANDSON	dutc1256
370	English	the grandson	2.48	grandson	ɡræn#sʌn	1355	ɡ r æ n # s ʌ n	g r æ n _ s ʌ n	c824 c151 v198 c105 m001 c087 v097 c105	1618	GRANDSON	stan1293
1794	German	the grass	8.51	Gras	ɡraːs	1979	ɡ r aː s	g r aː s	c824 c151 v137 c087	606	GRASS	stan1295
1795	French	the grass	8.51	herbe	ɛʀb	1980	ɛ ʀ b	ɛ ʀ b	v229 c761 c254	606	GRASS	stan1290
1796	Dutch	the grass	8.51	gras	xrɑs	1979	x r ɑ s	x r ɑ s	c772 c151 v089 c087	606	GRASS	dutc1256
1797	English	the grass	8.51	grass	ɡrɑːs	1979	ɡ r ɑː s	g r ɑː s	c824 c151 v091 c087	606	GRASS	stan1293
1084	German	the grave	4.79	Grab	ɡraːp	1885	ɡ r aː p	g r aː p	c824 c151 v137 c288	1773	GRAVE	stan1295
1086	French	the grave	4.79	tombeau	tɔ̃bo	1886	t ɔ̃ b o	t ɔ̃ b o	c118 v066 c254 v042	1773	GRAVE	stan1290
1087	Dutch	the grave	4.79	graf	xrɑf	1885	x r ɑ f	x r ɑ f	c772 c151 v089 c447	1773	GRAVE	dutc1256
1088	English	the grave	4.79	grave	ɡrɑːv	1885	ɡ r ɑː v	g r ɑː v	c824 c151 v091 c446	1773	GRAVE	stan1293
1377	German	the grease or fat	5.791	fett	fɛt	125	f ɛ t	f ɛ t	c447 v229 c118	323	FAT (ORGANIC SUBSTANCE)	stan1295
1378	French	the grease or fat	5.791	graisse	ɡʀɛs	126	ɡ ʀ ɛ s	g ʀ ɛ s	c824 c761 v229 c087	323	FAT (ORGANIC SUBSTANCE)	stan1290
1379	Dutch	the grease or fat	5.791	vet	vɛt	125	v ɛ t	v ɛ t	c446 v229 c118	323	FAT (ORGANIC SUBSTANCE)	dutc1256
1380	English	the grease or fat	5.791	fat	fæt	125	f æ t	f æ t	c447 v198 c118	323	FAT (ORGANIC SUBSTANCE)	stan1293
1381	English	the grease or fat	5.791	grease	ɡriːz	-126	ɡ r iː z	g r iː z	c824 c151 v183 c078	323	FAT (ORGANIC SUBSTANCE)	stan1293
741	German	the hair	4.14	Haar	haːr	1813	h aː r	h aː r	c401 v137 c151	1040	HAIR	stan1295
742	French	the hair	4.14	cheveu	ʃəvø	1814	ʃ ə v ø	ʃ ə v ø	c677 v155 c446 v171	1040	HAIR	stan1290
743	Dutch	the hair	4.14	haar	haːr	1813	h aː r	h aː r	c401 v137 c151	1040	HAIR	dutc1256
744	English	the hair	4.14	hair	hɛər	1813	h ɛ ə r	h ɛ ə r	c401 v229 v155 c151	1040	HAIR	stan1293
2835	German	the half	13.24	Hälfte	hɛlftə	1968	h ɛ l f t ə	h ɛ l f t ə	c401 v229 c548 c447 c118 v155	816	HALF	stan1295
2836	French	the half	13.24	moitié	mwatje	1969	m w a t j e	m w a t j e	c239 c457 v130 c118 c564 v200	816	HALF	stan1290
2837	Dutch	the half	13.24	helft	hɛlft	1968	h ɛ l f t	h ɛ l f t	c401 v229 c548 c447 c118	816	HALF	dutc1256
2838	English	the half	13.24	half	hɑːf	1968	h ɑː f	h ɑː f	c401 v091 c447	816	HALF	stan1293
2009	German	the hammer	9.49	Hammer	hamər	657	h a m ə r	h a m ə r	c401 v130 c239 v155 c151	1481	HAMMER	stan1295
2010	French	the hammer	9.49	marteau	maʀto	658	m a ʀ t o	m a ʀ t o	c239 v130 c761 c118 v042	1481	HAMMER	stan1290
2011	Dutch	the hammer	9.49	hamer	haːmər	657	h aː m ə r	h aː m ə r	c401 v137 c239 v155 c151	1481	HAMMER	dutc1256
2012	English	the hammer	9.49	hammer	hæmər	657	h æ m ə r	h æ m ə r	c401 v198 c239 v155 c151	1481	HAMMER	stan1293
879	German	the hand	4.33	Hand	hant	601	h a n t	h a n t	c401 v130 c105 c118	1277	HAND	stan1295
880	French	the hand	4.33	main	mɛ̃	602	m ɛ̃	m ɛ̃	c239 v231	1277	HAND	stan1290
881	Dutch	the hand	4.33	hand	hɑnt	601	h ɑ n t	h ɑ n t	c401 v089 c105 c118	1277	HAND	dutc1256
882	English	the hand	4.33	hand	hænd	601	h æ n d	h æ n d	c401 v198 c105 c143	1277	HAND	stan1293
1768	German	the harvest	8.41	Ernte	ɛrntə	1311	ɛ r n t ə	ɛ r n t ə	v229 c151 c105 c118 v155	611	HARVEST	stan1295
1770	French	the harvest	8.41	moisson	mwasɔ̃	1313	m w a s ɔ̃	m w a s ɔ̃	c239 c457 v130 c087 v066	611	HARVEST	stan1290
1771	Dutch	the harvest	8.41	oogst	oːxst	1314	oː x s t	oː x s t	v035 c772 c087 c118	611	HARVEST	dutc1256
1772	English	the harvest	8.41	harvest	hɑːvɪst	1312	h ɑː v ɪ s t	h ɑː v ɪ s t	c401 v091 c446 v219 c087 c118	611	HARVEST	stan1293
1482	German	the hat or cap	6.55	Hut	huːt	1179	h uː t	h uː t	c401 v019 c118	2130	HEADGEAR	stan1295
1483	German	the hat or cap	6.55	Mütze	mʏʦə	1181	m ʏ ʦ ə	m ʏ ts ə	c239 v173 c015 v155	2130	HEADGEAR	stan1295
1484	French	the hat or cap	6.55	chapeau	ʃapo	1180	ʃ a p o	ʃ a p o	c677 v130 c288 v042	2130	HEADGEAR	stan1290
1486	Dutch	the hat or cap	6.55	hoed	huːt	1179	h uː t	h uː t	c401 v019 c118	2130	HEADGEAR	dutc1256
1487	Dutch	the hat or cap	6.55	muts	mʉʦ	1181	m ʉ ʦ	m ʉ ts	c239 v102 c015	2130	HEADGEAR	dutc1256
1488	English	the hat or cap	6.55	hat	hæt	1179	h æ t	h æ t	c401 v198 c118	2130	HEADGEAR	stan1293
579	German	the hawk	3.585	Habicht	haːbɪxt	159	h aː b ɪ x t	h aː b ɪ x t	c401 v137 c254 v219 c772 c118	307	HAWK	stan1295
580	French	the hawk	3.585	faucon	fokɔ̃	161	f o k ɔ̃	f o k ɔ̃	c447 v042 c831 v066	307	HAWK	stan1290
581	Dutch	the hawk	3.585	havik	haːvɪk	159	h aː v ɪ k	h aː v ɪ k	c401 v137 c446 v219 c831	307	HAWK	dutc1256
582	English	the hawk	3.585	hawk	hɔːk	160	h ɔː k	h ɔː k	c401 v065 c831	307	HAWK	stan1293
1798	German	the hay	8.52	Heu	hɔy	1989	h ɔi	h ɔi	c401 d018	342	HAY	stan1295
1799	French	the hay	8.52	foin	fwɛ̃	1990	f w ɛ̃	f w ɛ̃	c447 c457 v231	342	HAY	stan1290
1800	Dutch	the hay	8.52	hooi	hoːj	1989	h oː j	h oː j	c401 v035 c564	342	HAY	dutc1256
1801	English	the hay	8.52	hay	heɪ	1989	h eɪ	h eɪ	c401 d048	342	HAY	stan1293
514	German	the he-goat	3.37	Bock	bɔk	1521	b ɔ k	b ɔ k	c254 v067 c831	264	HE-GOAT	stan1295
515	French	the he-goat	3.37	bouc	buk	1521	b u k	b u k	c254 v027 c831	264	HE-GOAT	stan1290
516	Dutch	the he-goat	3.37	bok	bɔk	1521	b ɔ k	b ɔ k	c254 v067 c831	264	HE-GOAT	dutc1256
517	English	the he-goat	3.37	billy-goat	bɪlɪ#ɡəʊt	1522	b ɪ l ɪ # ɡ əʊ t	b ɪ l ɪ _ g əu t	c254 v219 c548 v219 m001 c824 d029 c118	264	HE-GOAT	stan1293
786	German	the head	4.2	Kopf	kɔp͡f	2176	k ɔ p͡f	k ɔ pf	c831 v067 c420	1256	HEAD	stan1295
787	German	the head	4.2	Haupt	haupt	2177	h au p t	h au p t	c401 d026 c288 c118	1256	HEAD	stan1295
788	French	the head	4.2	tête	tɛt	2178	t ɛ t	t ɛ t	c118 v229 c118	1256	HEAD	stan1290
789	Dutch	the head	4.2	hoofd	hoːft	2177	h oː f t	h oː f t	c401 v035 c447 c118	1256	HEAD	dutc1256
790	English	the head	4.2	head	hɛd	2177	h ɛ d	h ɛ d	c401 v229 c143	1256	HEAD	stan1293
663	German	the head louse	3.811	Laus	laus	1309	l au s	l au s	c548 d026 c087	1392	LOUSE	stan1295
664	French	the head louse	3.811	pou	pu	1310	p u	p u	c288 v027	1392	LOUSE	stan1290
665	Dutch	the head louse	3.811	luis	lœys	1309	l œi s	l œi s	c548 d042 c087	1392	LOUSE	dutc1256
666	Dutch	the head louse	3.811	hoofdluis	hoːvd#lœys	1309	h oː v d # l œi s	h oː v d _ l œi s	c401 v035 c446 c143 m001 c548 d042 c087	1392	LOUSE	dutc1256
667	English	the head louse	3.811	louse	laʊs	1309	l aʊ s	l aʊ s	c548 d028 c087	1392	LOUSE	stan1293
943	German	the heart	4.44	Herz	hɛrʦ	945	h ɛ r ʦ	h ɛ r ts	c401 v229 c151 c015	1223	HEART	stan1295
944	French	the heart	4.44	coeur	kœʀ	945	k œ ʀ	k œ ʀ	c831 v178 c761	1223	HEART	stan1290
945	Dutch	the heart	4.44	hart	hɑrt	945	h ɑ r t	h ɑ r t	c401 v089 c151 c118	1223	HEART	dutc1256
946	English	the heart	4.44	heart	hɑːt	945	h ɑː t	h ɑː t	c401 v091 c118	1223	HEART	stan1293
917	German	the heel	4.372	Ferse	fɛrzə	1239	f ɛ r z ə	f ɛ r z ə	c447 v229 c151 c078 v155	980	HEEL	stan1295
918	German	the heel	4.372	Hacke	hakə	1242	h a k ə	h a k ə	c401 v130 c831 v155	980	HEEL	stan1295
919	French	the heel	4.372	talon	talɔ̃	1241	t a l ɔ̃	t a l ɔ̃	c118 v130 c548 v066	980	HEEL	stan1290
920	Dutch	the heel	4.372	hiel	hiːl	1240	h iː l	h iː l	c401 v183 c548	980	HEEL	dutc1256
921	English	the heel	4.372	heel	hiːl	1240	h iː l	h iː l	c401 v183 c548	980	HEEL	stan1293
549	German	the hen	3.54	Huhn	huːn	2141	h uː n	h uː n	c401 v019 c105	1514	HEN	stan1295
550	French	the hen	3.54	poule	pul	2142	p u l	p u l	c288 v027 c548	1514	HEN	stan1290
551	Dutch	the hen	3.54	hen	hɛn	2141	h ɛ n	h ɛ n	c401 v229 c105	1514	HEN	dutc1256
552	English	the hen	3.54	hen	hɛn	2141	h ɛ n	h ɛ n	c401 v229 c105	1514	HEN	stan1293
571	German	the heron	3.583	Reiher	raiər	169	r ai ə r	r ai ə r	c151 d030 v155 c151	758	HERON	stan1295
572	French	the heron	3.583	héron	eʀɔ̃	171	e ʀ ɔ̃	e ʀ ɔ̃	v200 c761 v066	758	HERON	stan1290
573	Dutch	the heron	3.583	reiger	rɛɪɣər	169	r ɛɪ ɣ ə r	r ɛi ɣ ə r	c151 d059 c774 v155 c151	758	HERON	dutc1256
574	English	the heron	3.583	heron	hɛrən	-171	h ɛ r ə n	h ɛ r ə n	c401 v229 c151 v155 c105	758	HERON	stan1293
967	German	the hip	4.463	Hüfte	hʏftə	1606	h ʏ f t ə	h ʏ f t ə	c401 v173 c447 c118 v155	1745	HIP	stan1295
968	French	the hip	4.463	hanche	ɑ̃ʃ	1607	ɑ̃ ʃ	ɑ̃ ʃ	v088 c677	1745	HIP	stan1290
969	Dutch	the hip	4.463	heup	høːp	1606	h øː p	h øː p	c401 v169 c288	1745	HIP	dutc1256
970	English	the hip	4.463	hip	hɪp	1606	h ɪ p	h ɪ p	c401 v219 c288	1745	HIP	stan1293
1738	German	the hoe	8.25	Hacke	hakə	2097	h a k ə	h a k ə	c401 v130 c831 v155	284	HOE	stan1295
1741	French	the hoe	8.25	binette	binɛt	2100	b i n ɛ t	b i n ɛ t	c254 v191 c105 v229 c118	284	HOE	stan1290
1742	Dutch	the hoe	8.25	schoffel	sxɔfəl	2099	s x ɔ f ə l	s x ɔ f ə l	c087 c772 v067 c447 v155 c548	284	HOE	dutc1256
1743	English	the hoe	8.25	hoe	həʊ	2097	h əʊ	h əu	c401 d029	284	HOE	stan1293
2767	German	the hole	12.85	Loch	lɔx	1163	l ɔ x	l ɔ x	c548 v067 c772	1667	HOLE	stan1295
2768	French	the hole	12.85	trou	tʀu	1165	t ʀ u	t ʀ u	c118 c761 v027	1667	HOLE	stan1290
2769	Dutch	the hole	12.85	gat	xɑt	1166	x ɑ t	x ɑ t	c772 v089 c118	1667	HOLE	dutc1256
2770	English	the hole	12.85	hole	həʊl	1164	h əʊ l	h əu l	c401 d029 c548	1667	HOLE	stan1293
1386	German	the honey	5.84	Honig	hoːnɪx	1659	h oː n ɪ x	h oː n ɪ x	c401 v035 c105 v219 c772	942	HONEY	stan1295
1387	French	the honey	5.84	miel	mjɛl	1660	m j ɛ l	m j ɛ l	c239 c564 v229 c548	942	HONEY	stan1290
1388	Dutch	the honey	5.84	honing	hoːnɪŋ	1659	h oː n ɪ ŋ	h oː n ɪ ŋ	c401 v035 c105 v219 c795	942	HONEY	dutc1256
1389	English	the honey	5.84	honey	hʌnɪ	1659	h ʌ n ɪ	h ʌ n ɪ	c401 v097 c105 v219	942	HONEY	stan1293
2744	German	the hook	12.75	haken	haːkən	584	h aː k ə n	h aː k ə n	c401 v137 c831 v155 c105	1071	HOOK	stan1295
2745	French	the hook	12.75	crochet	kʀɔʃɛ	585	k ʀ ɔ ʃ ɛ	k ʀ ɔ ʃ ɛ	c831 c761 v067 c677 v229	1071	HOOK	stan1290
2746	Dutch	the hook	12.75	haak	haːk	584	h aː k	h aː k	c401 v137 c831	1071	HOOK	dutc1256
2747	English	the hook	12.75	hook	hʊk	584	h ʊ k	h ʊ k	c401 v056 c831	1071	HOOK	stan1293
773	German	the horn	4.17	Horn	hɔrn	2032	h ɔ r n	h ɔ r n	c401 v067 c151 c105	1393	HORN (ANATOMY)	stan1295
774	French	the horn	4.17	corne	kɔʁn	2032	k ɔ ʁ n	k ɔ ʁ n	c831 v067 c733 c105	1393	HORN (ANATOMY)	stan1290
775	Dutch	the horn	4.17	hoorn	hoːrn	2032	h oː r n	h oː r n	c401 v035 c151 c105	1393	HORN (ANATOMY)	dutc1256
776	English	the horn	4.17	horn	hɔːn	2032	h ɔː n	h ɔː n	c401 v065 c105	1393	HORN (ANATOMY)	stan1293
518	German	the horse	3.41	Pferd	p͡feːrt	517	p͡f eː r t	pf eː r t	c420 v202 c151 c118	615	HORSE	stan1295
519	German	the horse	3.41	Ross	rɔs	518	r ɔ s	r ɔ s	c151 v067 c087	615	HORSE	stan1295
520	German	the horse	3.41	Gaul	ɡaul	520	ɡ au l	g au l	c824 d026 c548	615	HORSE	stan1295
521	French	the horse	3.41	cheval	ʃəval	519	ʃ ə v a l	ʃ ə v a l	c677 v155 c446 v130 c548	615	HORSE	stan1290
522	Dutch	the horse	3.41	paard	paːrt	517	p aː r t	p aː r t	c288 v137 c151 c118	615	HORSE	dutc1256
523	English	the horse	3.41	horse	hɔːs	6012	h ɔː s	h ɔː s	c401 v065 c087	615	HORSE	stan1293
311	German	the husband	2.31	Mann	man	727	m a n	m a n	c239 v130 c105	1200	HUSBAND	stan1295
312	French	the husband	2.31	mari	maʀi	729	m a ʀ i	m a ʀ i	c239 v130 c761 v191	1200	HUSBAND	stan1290
313	French	the husband	2.31	époux	epu	731	e p u	e p u	v200 c288 v027	1200	HUSBAND	stan1290
314	Dutch	the husband	2.31	echtgenoot	ɛxt#xənoːt	730	ɛ x t # x ə n oː t	ɛ x t _ x ə n oː t	v229 c772 c118 m001 c772 v155 c105 v035 c118	1200	HUSBAND	dutc1256
315	Dutch	the husband	2.31	man	mɑn	727	m ɑ n	m ɑ n	c239 v089 c105	1200	HUSBAND	dutc1256
316	English	the husband	2.31	husband	hʌzbənd	728	h ʌ z b ə n d	h ʌ z b ə n d	c401 v097 c078 c254 v155 c105 c143	1200	HUSBAND	stan1293
2054	German	the iron	9.67	eisen	aizən	1633	ai z ə n	ai z ə n	d030 c078 v155 c105	621	IRON	stan1295
2055	French	the iron	9.67	fer	fɛʀ	1635	f ɛ ʀ	f ɛ ʀ	c447 v229 c761	621	IRON	stan1290
2056	Dutch	the iron	9.67	ijzer	ɛɪzər	1633	ɛɪ z ə r	ɛi z ə r	d059 c078 v155 c151	621	IRON	dutc1256
2057	English	the iron	9.67	iron	aɪrən	1633	aɪ r ə n	aɪ r ə n	d032 c151 v155 c105	621	IRON	stan1293
1137	German	the itch	4.854	jucken	jʊkən	528	j ʊ k ə n	j ʊ k ə n	c564 v056 c831 v155 c105	148	ITCH	stan1295
1138	French	the itch	4.854	démangeaison	demɑ̃ʒɛzɔ̃	530	d e m ɑ̃ ʒ ɛ z ɔ̃	d e m ɑ̃ ʒ ɛ z ɔ̃	c143 v200 c239 v088 c679 v229 c078 v066	148	ITCH	stan1290
1139	Dutch	the itch	4.854	jeuk	jøːk	528	j øː k	j øː k	c564 v169 c831	148	ITCH	dutc1256
1140	English	the itch	4.854	itch	ɪʧ	529	ɪ ʧ	ɪ tʃ	v219 c645	148	ITCH	stan1293
803	German	the jaw	4.207	Kiefer	kiːfər	1866	k iː f ə r	k iː f ə r	c831 v183 c447 v155 c151	798	JAW	stan1295
804	French	the jaw	4.207	machoire	mɑʃwaʀ	1868	m ɑ ʃ w a ʀ	m ɑ ʃ w a ʀ	c239 v089 c677 c457 v130 c761	798	JAW	stan1290
805	Dutch	the jaw	4.207	kaak	kaːk	1869	k aː k	k aː k	c831 v137 c831	798	JAW	dutc1256
806	English	the jaw	4.207	jaw	ʤɔː	1867	ʤ ɔː	dʒ ɔː	c649 v065	798	JAW	stan1293
1261	German	the kettle	5.27	Kessel	kɛsəl	2003	k ɛ s ə l	k ɛ s ə l	c831 v229 c087 v155 c548	854	KETTLE	stan1295
1262	French	the kettle	5.27	bouilloire	bujwaʀ	2004	b u j w a ʀ	b u j w a ʀ	c254 v027 c564 c457 v130 c761	854	KETTLE	stan1290
