ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	SOURCE_FORM	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG
1431	Danish	hand	hʌn	h ʌ n	234	hʌn	c401 v097 c105	1277	dani1285
1432	Dutch_List	hand	hɑnt	h ɑ n t	234	hɑnt	c401 v089 c105 c118	1277	dutc1256
1433	English	hand	hænd	h æ n d	234	hænd	c401 v198 c105 c143	1277	stan1293
1434	French	hand	mɛ̃	m ɛ̃	888	mɛ̃	c239 v231	1277	stan1290
1435	Greek_Mod	hand	çe̞ri	ç e̞ r i	411	ˈçe̞ri	c577 v217 c151 v191	1277	mode1248
1436	Marathi	hand	ɦat	ɦ a t	706	ɦat	c397 v130 c118	1277	mara1378
1437	Portuguese_ST	hand	mɐ̃u	m ɐ̃ u	888	mɐ̃u	c239 v120 v027	1277	port1283
1438	Russian	hand	ruka	r u k a	1141	ru'ka	c151 v027 c831 v130	1277	russ1263
1439	Spanish	hand	mano	m a n o	888	'mano	c239 v130 c105 v042	1277	stan1288
1440	Breton_ST	hand	dɔʁn	d ɔ ʁ n	1014	dɔʁn	c143 v067 c733 c105	1277	bret1244
1441	Bihari	hand	hatʰ	h a tʰ	706	hath	c401 v130 c136	1277	mait1250
1442	Urdu	hand	hɑt̪ʰ	h ɑ t̪ʰ	706	hɑt̪ʰ	c401 v089 c379	1277	urdu1245
1443	Oriya	hand	hatɔ	h a t ɔ	706	hatɔ	c401 v130 c118 v067	1277	oriy1255
1444	Urdu	he	woʰ	w o	1665	woʰ	c457 v042	1211	urdu1245
1445	Armenian_Mod	he	nɑ	n ɑ	2680	nɑ	c105 v089	1211	nucl1235
1446	Czech	he	on	o n	2680	on	v042 c105	1211	czec1258
1447	German	he	eːɐ̯	eː ɐ̯	2678	e:ɐ̯	v202 v118	1211	stan1295
1448	Italian	he	eʎʎi	e ʎː i	889	'eʎʎi, 'lui	v200 c581 v191	1211	ital1282
1449	Swedish	he	han	h a n	235	han	c401 v130 c105	1211	swed1254
1450	Breton_ST	he	ẽː	ẽː	2678	ẽ:	v207	1211	bret1244
1451	Danish	he	han	h a n	235	han	c401 v130 c105	1211	dani1285
1452	Dutch_List	he	hɛi	h ɛi	235	hɛi	c401 d059	1211	dutc1256
1453	English	he	hiː	h iː	235	hi:	c401 v183	1211	stan1293
1454	French	he	il	i l	889	il	v191 c548	1211	stan1290
1455	Marathi	he	to	t o	2679	to	c118 v042	1211	mara1378
1456	Polish	he	ɔn	ɔ n	2680	ɔn	v067 c105	1211	poli1260
1457	Portuguese_ST	he	elɨ	e l ɨ	889	ˈelɨ	v200 c548 v116	1211	port1283
1458	Russian	he	on	o n	2680	on	v042 c105	1211	russ1263
1459	Spanish	he	el	e l	889	el	v200 c548	1211	stan1288
1460	Oriya	he	ta	t a	2679	ta	c118 v130	1211	oriy1255
1461	Marathi	he	ɦa	ɦ a	3551	ɦa	c397 v130	1211	mara1378
1462	Catalan	he	eʎ	e ʎ	889	eʎ	v200 c582	1211	stan1289
1463	Armenian_Mod	head	gəluχ	g ə l u χ	1142	gəˈluχ	c824 v155 c548 v027 c742	1256	nucl1235
1464	Czech	head	ɦlava	ɦ l a v a	1142	ɦlava	c397 c548 v130 c446 v130	1256	czec1258
1465	German	head	kɔp͜f	k ɔ pf	236	kɔp͜f	c831 v067 c420	1256	stan1295
1466	Italian	head	tɛsta	t ɛ s t a	3171	'tɛsta	c118 v229 c087 c118 v130	1256	ital1282
1467	Swedish	head	hʉːvɵd	h ʉː v ɵ d	236	'hʉ:vɵd	c401 v100 c446 v104 c143	1256	swed1254
1468	Breton_ST	head	pɛ̃n	p ɛ̃ n	1015	pɛ̃n	c288 v231 c105	1256	bret1244
1469	Catalan	head	kap	k a p	236	kap	c831 v130 c288	1256	stan1289
1470	Danish	head	hoːəð	h oː ə ð	236	ho:əð	c401 v035 v155 c415	1256	dani1285
1471	Dutch_List	head	hoft	h o f t	236	hoft	c401 v042 c447 c118	1256	dutc1256
1472	English	head	hɛd	h ɛ d	236	hɛd	c401 v229 c143	1256	stan1293
1473	French	head	tɛt	t ɛ t	3171	tɛt	c118 v229 c118	1256	stan1290
1474	Greek_Mod	head	ce̞fali	c e̞ f a l i	1494	ce̞ˈfali	c600 v217 c447 v130 c548 v191	1256	mode1248
1475	Marathi	head	ɖokə	ɖ o k ə	1948	'ɖokə	c715 v042 c831 v155	1256	mara1378
1476	Polish	head	ɡwɔva	g w ɔ v a	1142	ˈɡwɔva	c824 c457 v067 c446 v130	1256	poli1260
1477	Portuguese_ST	head	kɐβesɐ	k ɐ β e s ɐ	236	kɐˈβesɐ	c831 v119 c225 v200 c087 v119	1256	port1283
1478	Russian	head	golova	g o l o v a	1142	golo'va	c824 v042 c548 v042 c446 v130	1256	russ1263
1479	Spanish	head	kaβeθa	k a β e θ a	236	ka'βeθa	c831 v130 c225 v200 c413 v130	1256	stan1288
1480	Urdu	head	səɾ	s ə ɾ	53	səɾ	c087 v155 c064	1256	urdu1245
1481	Bihari	head	matʰ	m a tʰ	2292	math	c239 v130 c136	1256	mait1250
1482	Oriya	head	muɳɖɔ	m u ɳ ɖ ɔ	2293	muṇḍɔ	c239 v027 c705 c715 v067	1256	oriy1255
1483	Armenian_Mod	hear	ləsɛl	l ə s ɛ l	598	ləˈsɛl	c548 v155 c087 v229 c548	1408	nucl1235
1484	Czech	hear	slɪʃɛt	s l ɪ ʃ ɛ t	598	slɪʃɛt	c087 c548 v219 c677 v229 c118	1408	czec1258
1485	German	hear	hørən	h ø r ə n	237	'hørən	c401 v171 c151 v155 c105	1408	stan1295
1486	Italian	hear	udire	u d i r e	890	u'dire	v027 c143 v191 c151 v200	1408	ital1282
1487	Swedish	hear	hœːra	h œː r a	237	'hœ:ra	c401 v176 c151 v130	1408	swed1254
1488	Danish	hear	hoːʌ	h oː ʌ	237	'ho:ʌ	c401 v035 v097	1408	dani1285
1489	Dutch_List	hear	horən	h o r ə n	237	'horə(n)	c401 v042 c151 v155 c105	1408	dutc1256
1490	English	hear	hɪə	h ɪ ə	237	hɪə	c401 v219 v155	1408	stan1293
1491	French	hear	ɑ̃tɑ̃dʀ	ɑ̃ t ɑ̃ d ʀ	2296	ɑ̃tɑ̃dʀ	v088 c118 v088 c143 c761	1408	stan1290
1492	Breton_ST	hear	klɛːvɛt	k l ɛː v ɛ t	598	'klɛ:vɛt, 'klɛ:vut	c831 c548 v225 c446 v229 c118	1408	bret1244
1493	Greek_Mod	hear	akuo̞	a k u o̞	237	aˈkuˌo̞	v130 c831 v027 v033	1408	mode1248
1494	Marathi	hear	ə͜ikne	əi k n e	3439	'ə͜ikne	d035 c831 c105 v200	1408	mara1378
1495	Polish	hear	swɨʃɛʨ	s w ɨ ʃ ɛ tɕ	598	ˈswɨʃɛʨ	c087 c457 v116 c677 v229 c198	1408	poli1260
1496	Portuguese_ST	hear	oviɾ	o v i ɾ	890	oˈviɾ	v042 c446 v191 c064	1408	port1283
1497	Russian	hear	slɨʃatʲ	s l ɨ ʃ a tʲ	598	'slɨʃatʲ	c087 c548 v116 c677 v130 c113	1408	russ1263
1498	Spanish	hear	oiɾ	oi ɾ	890	o'iɾ	d015 c064	1408	stan1288
1499	Catalan	hear	sənti	s ə n t i	2295	sən'ti	c087 v155 c105 c118 v191	1408	stan1289
1500	Bihari	hear	sunəb	s u n ə b	598	sunəb	c087 v027 c105 v155 c254	1408	mait1250
1501	Oriya	hear	suɳ	s u ɳ	598	suṇ-	c087 v027 c705	1408	oriy1255
1502	Urdu	hear	sʊnnə	s ʊ nː ə	598	sʊnnə	c087 v056 c104 v155	1408	urdu1245
1503	Italian	hear	sentire	s e n t i r e	2295	sen'tire	c087 v200 c105 c118 v191 c151 v200	1408	ital1282
1504	Armenian_Mod	heart	siɾt	s i ɾ t	55	siɾt	c087 v191 c064 c118	1223	nucl1235
1505	Czech	heart	sr̩tsɛ	s r̩ t s ɛ	55	sr̩tsɛ	c087 c152 c118 c087 v229	1223	czec1258
1506	German	heart	hɛrt͜s	h ɛ r ts	55	hɛrt͜s	c401 v229 c151 c015	1223	stan1295
1507	Italian	heart	kwɔre	k w ɔ r e	55	'kwɔre	c831 c457 v067 c151 v200	1223	ital1282
1508	Swedish	heart	jæʈa	j æ ʈ a	55	'jæʈa	c564 v198 c711 v130	1223	swed1254
1509	Breton_ST	heart	kaːlɔ̃n	k aː l ɔ̃ n	1016	'ka:lɔ̃n	c831 v137 c548 v066 c105	1223	bret1244
1510	Catalan	heart	kɔɾ	k ɔ ɾ	55	kɔɾ	c831 v067 c064	1223	stan1289
1511	Danish	heart	jɛɐ̯d̥ʰə	j ɛ ɐ̯ d̥ʰ ə	55	'jɛɐ̯d̥ʰə	c564 v229 v118 c116 v155	1223	dani1285
1512	Dutch_List	heart	hɑrt	h ɑ r t	55	hɑrt	c401 v089 c151 c118	1223	dutc1256
1513	English	heart	hɑːt	h ɑː t	55	hɑ:t	c401 v091 c118	1223	stan1293
1514	French	heart	kœʀ	k œ ʀ	55	kœʀ	c831 v178 c761	1223	stan1290
1515	Greek_Mod	heart	karðʝa	k a r ð ʝ a	55	karˈðʝa	c831 v130 c151 c415 c574 v130	1223	mode1248
1516	Marathi	heart	ɦɽdaj	ɦ ɽ d a j	55	ɦɽ'daj	c397 c697 c143 v130 c564	1223	mara1378
1517	Polish	heart	sɛrʦɛ	s ɛ r ts ɛ	55	ˈsɛrʦɛ	c087 v229 c151 c015 v229	1223	poli1260
1518	Portuguese_ST	heart	kuɾɐsɐ̃w	k u ɾ ɐ s ɐ̃ w	55	kuɾɐˈsɐ̃w	c831 v027 c064 v119 c087 v120 c457	1223	port1283
1519	Russian	heart	sʲerdtse	sʲ e r d t s e	55	'sʲerdtse	c088 v200 c151 c143 c118 c087 v200	1223	russ1263
1520	Spanish	heart	koɾaθon	k o ɾ a θ o n	55	koɾa'θon	c831 v042 c064 v130 c413 v042 c105	1223	stan1288
1521	Bihari	heart	hridəə	h r i d eː	55	hridəə	c401 c151 v191 c143 v202	1223	mait1250
1522	Urdu	heart	d̪ɪl	d̪ ɪ l	709	d̪ɪl	c367 v219 c548	1223	urdu1245
1523	Oriya	heart	hrudɔyɔ	h r u d o y ɔ	55	hrud(ɔyɔ)	c401 c151 v027 c143 v042 v166 v067	1223	oriy1255
1524	Urdu	heavy	bʰɑ.ɾi	bʰ ɑ ɾ i	2686	ˈbʰɑ.ɾi	c266 v089 c064 v191	1210	urdu1245
1525	Armenian_Mod	heavy	ʦɑnəɾ	ts ɑ n ə ɾ	599	ˈʦɑnəɾ	c015 v089 c105 v155 c064	1210	nucl1235
1526	Czech	heavy	cɛʃkiː	c ɛ ʃ k iː	1143	cɛʃkiː	c600 v229 c677 c831 v183	1210	czec1258
1527	German	heavy	ʃveːɐ̯	ʃ v eː ɐ̯	238	ʃve:ɐ̯	c677 c446 v202 v118	1210	stan1295
1528	Italian	heavy	pesante	p e s a n t e	782	pe'sante	c288 v200 c087 v130 c105 c118 v200	1210	ital1282
1529	Swedish	heavy	svoːr	s v oː r	238	svo:r	c087 c446 v035 c151	1210	swed1254
1530	Breton_ST	heavy	pɔ̃nɛr	p ɔ̃ n ɛ r	1017	'pɔ̃nɛr, 'pũnɛr	c288 v066 c105 v229 c151	1210	bret1244
1531	Catalan	heavy	fəʃuk	f ə ʃ u k	3441	fə'ʃuk	c447 v155 c677 v027 c831	1210	stan1289
1532	Danish	heavy	d̥ʰɔŋ	d̥ʰ ɔ ŋ	1143	d̥ʰɔŋ	c116 v067 c795	1210	dani1285
1533	Dutch_List	heavy	zwar	z w a r	238	zwar	c078 c457 v130 c151	1210	dutc1256
1534	English	heavy	hɛvɪ	h ɛ v ɪ	1348	'hɛvɪ	c401 v229 c446 v219	1210	stan1293
1535	French	heavy	luʀ	l u ʀ	2688	luʀ	c548 v027 c761	1210	stan1290
1536	Greek_Mod	heavy	varis	v a r i s	2686	va'ris	c446 v130 c151 v191 c087	1210	mode1248
1537	Marathi	heavy	dzəɖ	d z ə ɖ	3442	dzəɖ	c143 c078 v155 c715	1210	mara1378
1538	Polish	heavy	ʨɛ̃ʃki	tɕ ɛ̃ ʃ k i	1143	ˈʨɛ̃ʃki	c198 v231 c677 c831 v191	1210	poli1260
1539	Portuguese_ST	heavy	pɨzaðu	p ɨ z a ð u	782	pɨˈzaðu	c288 v116 c078 v130 c415 v027	1210	port1283
1540	Russian	heavy	tʲaʒolɨj	tʲ a ʒ o l ɨ j	1143	tʲa'ʒolɨj	c113 v130 c679 v042 c548 v116 c564	1210	russ1263
1541	Bihari	heavy	bʱari	b̤ a r i	2686	bhari	c278 v130 c151 v191	1210	mait1250
1542	Oriya	heavy	bʱari	b̤ a r i	2686	bhari	c278 v130 c151 v191	1210	oriy1255
1543	Spanish	heavy	pesaðo	p e s a ð o	782	pe'saðo	c288 v200 c087 v130 c415 v042	1210	stan1288
1544	Italian	heavy	grɛve	g r ɛ v e	2686	'grɛve	c824 c151 v229 c446 v200	1210	ital1282
1545	Catalan	heavy	pəzan	p ə z a n	782	pə'zan	c288 v155 c078 v130 c105	1210	stan1289
1546	Swedish	heavy	stur	s t u r	238	stur	c087 c118 v027 c151	1210	swed1254
1547	Czech	here	zdɛ	z d ɛ	2695	zdɛ	c078 c143 v229	136	czec1258
1548	German	here	hiːɐ̯	h iː ɐ̯	239	hi:ɐ̯	c401 v183 v118	136	stan1295
1549	Swedish	here	hɛːr	h ɛː r	239	hɛːr	c401 v225 c151	136	swed1254
1550	Breton_ST	here	a.mɑ	a m ɑ	1018	ˈa.mɑ	v130 c239 v089	136	bret1244
1551	Danish	here	hɛɐ̯	h ɛ ɐ̯	239	hεɐ̯, heɐ̯	c401 v229 v118	136	dani1285
1552	Dutch_List	here	hir	h i r	239	hir	c401 v191 c151	136	dutc1256
1553	English	here	hɪə	h ɪ ə	239	hɪə	c401 v219 v155	136	stan1293
1554	Greek_Mod	here	e̞ðo̞	e̞ ð o̞	1495	e̞ˈðo̞	v217 c415 v033	136	mode1248
1555	Marathi	here	itʰe	i tʰ e	1837	'itʰe, 'jetʰe	v191 c136 v200	136	mara1378
1556	Polish	here	tu	t u	2689	tu	c118 v027	136	poli1260
1557	Russian	here	zdʲesʲ	z dʲ e sʲ	2695	zdʲesʲ	c078 c127 v200 c088	136	russ1263
1558	Oriya	here	eʈʰi	e ʈʰ i	1837	eṭhi	v200 c719 v191	136	oriy1255
1559	Spanish	here	aka	a k a	3578	a'ka	v130 c831 v130	136	stan1288
1560	Armenian_Mod	hit	χəpʰɛl	χ ə pʰ ɛ l	3440	χəˈpʰɛl	c742 v155 c261 v229 c548	1433	nucl1235
1561	Czech	hit	ʊdɛr̝ɪt	ʊ d ɛ r ɪ t	1144	ʊdɛr̝ɪt	v056 c143 v229 c151 v219 c118	1433	czec1258
1562	German	hit	ʃlaːgŋ̩	ʃ l aː g ŋ̍	2707	'ʃla:gŋ̩	c677 c548 v137 c824 c792	1433	stan1295
1563	Italian	hit	battere	b a tː e r e	2710	'battere	c254 v130 c128 v200 c151 v200	1433	ital1282
1564	Swedish	hit	sloː	s l oː	2707	slo:	c087 c548 v035	1433	swed1254
1565	Breton_ST	hit	skɛĩ	s k ɛi	1019	'skɛĩ	c087 c831 d059	1433	bret1244
1566	Catalan	hit	kupəʒa	k u p ə ʒ a	892	kupə'ʒa	c831 v027 c288 v155 c679 v130	1433	stan1289
1567	Danish	hit	ʁɑmə	ʁ ɑ m ə	3444	ˈʁɑmə	c733 v089 c239 v155	1433	dani1285
1568	Dutch_List	hit	rakən	r a k ə n	240	rakə(n)	c151 v130 c831 v155 c105	1433	dutc1256
1569	English	hit	hɪt	h ɪ t	2518	hɪt	c401 v219 c118	1433	stan1293
1570	French	hit	fʀape	f ʀ a p e	3445	fʀape	c447 c761 v130 c288 v200	1433	stan1290
1571	Greek_Mod	hit	xtipo̞	x t i p o̞	1577	xtiˈpo̞	c772 c118 v191 c288 v033	1433	mode1248
1572	Russian	hit	bitʲ	b i tʲ	2705	bitʲ	c254 v191 c113	1433	russ1263
1573	Spanish	hit	ɡolpeaɾ	g o l p e a ɾ	892	ɡolpe'aɾ	c824 v042 c548 c288 v200 v130 c064	1433	stan1288
1574	Bihari	hit	marəb	m a r ə b	712	marəb	c239 v130 c151 v155 c254	1433	mait1250
1575	Oriya	hit	piʈiba	p i ʈ i b a	2704	piṭiba	c288 v191 c711 v191 c254 v130	1433	oriy1255
1576	Oriya	hit	bɔɽe	b ɔ ɽ e	3459	bɔṛe-	c254 v067 c697 v200	1433	oriy1255
1577	Urdu	hit	ʈəkɾɑnə	ʈ ə k ɾ ɑ n ə	2703	ʈəkɾɑnə	c711 v155 c831 c064 v089 c105 v155	1433	urdu1245
1578	Danish	hit	d̥ʰʁafə	d̥ʰ ʁ a f ə	2708	ˈd̥ʰʁafə	c116 c733 v130 c447 v155	1433	dani1285
1579	Dutch_List	hit	stotən	s t o t ə n	2702	'stotə(n)	c087 c118 v042 c118 v155 c105	1433	dutc1256
1580	German	hit	trɛfn̩	t r ɛ f n̩	2708	'trɛfn̩	c118 c151 v229 c447 c095	1433	stan1295
1581	Marathi	hit	maɾɳe	m a ɾ ɳ e	712	'maɾɳe	c239 v130 c064 c705 v200	1433	mara1378
1582	Italian	hit	kolpire	k o l p i r e	892	kol'pire	c831 v042 c548 c288 v191 c151 v200	1433	ital1282
1583	Polish	hit	udɛ̃ʒaʨ	u d ɛ̃ ʒ a tɕ	1144	uˈdɛ̃ʒaʨ	v027 c143 v231 c679 v130 c198	1433	poli1260
1584	Catalan	hit	batɾə	b a t ɾ ə	2710	'batɾə	c254 v130 c118 c064 v155	1433	stan1289
1585	Armenian_Mod	hit	hɑɾvɑʦɛl	h ɑ ɾ v ɑ ts ɛ l	3633	hɑɾvɑˈʦɛl	c401 v089 c064 c446 v089 c015 v229 c548	1433	nucl1235
1586	Portuguese_ST	hit	bɐteɾ	b ɐ t e ɾ	3651	bɐˈteɾ	c254 v119 c118 v200 c064	1433	port1283
1587	Czech	hold	dr̩ʒɛt	d r̩ ʒ ɛ t	784	dr̩ʒɛt	c143 c152 c679 v229 c118	1448	czec1258
1588	German	hold	haltn̩	h a l t n̩	241	'haltn̩	c401 v130 c548 c118 c095	1448	stan1295
1589	Italian	hold	tenere	t e n e r e	893	te'nere	c118 v200 c105 v200 c151 v200	1448	ital1282
1590	Swedish	hold	hɔla	h ɔ l a	241	'hɔla	c401 v067 c548 v130	1448	swed1254
1591	Breton_ST	hold	dɛrxɛl	d ɛ r x ɛ l	1020	'dɛrxɛl	c143 v229 c151 c772 v229 c548	1448	bret1244
1592	Catalan	hold	təni	t ə n i	893	tə'ni	c118 v155 c105 v191	1448	stan1289
1593	Danish	hold	hʌlə	h ʌ l ə	241	ˈhʌlə	c401 v097 c548 v155	1448	dani1285
1594	Dutch_List	hold	hɑudən	h au d ə n	241	'hɑudə(n)	c401 d026 c143 v155 c105	1448	dutc1256
1595	English	hold	həʊld	h əu l d	241	həʊld	c401 d029 c548 c143	1448	stan1293
1596	French	hold	təniʀ	t ə n i ʀ	893	təniʀ	c118 v155 c105 v191 c761	1448	stan1290
1597	Greek_Mod	hold	krato̞	k r a t o̞	1497	kraˈto̞	c831 c151 v130 c118 v033	1448	mode1248
1598	Polish	hold	ʧɨmaʨ	tʃ ɨ m a tɕ	1229	ˈtʃɨmaʨ	c645 v116 c239 v130 c198	1448	poli1260
1599	Russian	hold	dʲerzatʲ	dʲ e r z a tʲ	784	dʲer'zatʲ	c127 v200 c151 c078 v130 c113	1448	russ1263
1600	Spanish	hold	teneɾ	t e n e ɾ	893	te'neɾ	c118 v200 c105 v200 c064	1448	stan1288
1601	Bihari	hold	dʱərəb	d̤ ə r ə b	784	dhərəb	c117 v155 c151 v155 c254	1448	mait1250
1602	Oriya	hold	dʱɔr	d̤ ɔ r	784	dhɔr-	c117 v067 c151	1448	oriy1255
1603	Urdu	hold	pəkəɽnə	p ə k ə ɽ n ə	1605	pəkəɽnə	c288 v155 c831 v155 c697 c105 v155	1448	urdu1245
1604	Marathi	hold	pəkədɳe	p ə k ə d ɳ e	1605	pəkəd'ɳe	c288 v155 c831 v155 c143 c705 v200	1448	mara1378
1605	Armenian_Mod	hold	pɑhɛl	p ɑ h ɛ l	3635	pɑˈhɛl	c288 v089 c401 v229 c548	1448	nucl1235
1606	Armenian_Mod	hold	bərnɛl	b ə r n ɛ l	601	bərˈnɛl	c254 v155 c151 c105 v229 c548	1448	nucl1235
1607	Portuguese_ST	hold	sɨɡuɾaɾ	s ɨ g u ɾ a ɾ	2717	sɨɡuˈɾaɾ	c087 v116 c824 v027 c064 v130 c064	1448	port1283
1608	Urdu	horn	siŋɡ	s i ŋ g	2457	siŋɡ	c087 v191 c795 c824	1393	urdu1245
1609	Bihari	horn	siŋgʱ	s i ŋ g̤	2457	siŋgh	c087 v191 c795 c828	1393	mait1250
1610	Oriya	horn	siŋhɔ	s i ŋ h ɔ	2457	siŋ(h)ɔ	c087 v191 c795 c401 v067	1393	oriy1255
1611	Danish	horn	hoɐ̯n	h o ɐ̯ n	2457	hoɐ̯n	c401 v042 v118 c105	1393	dani1285
1612	Czech	horn	rox	r o x	2458	rox	c151 v042 c772	1393	czec1258
1613	French	horn	kɔʀn	k ɔ ʀ n	2457	kɔʀn	c831 v067 c761 c105	1393	stan1290
1614	Polish	horn	ruk	r u k	2458	ruk	c151 v027 c831	1393	poli1260
1615	Russian	horn	rog	r o g	2458	'rog	c151 v042 c824	1393	russ1263
1616	Marathi	horn	ʃiŋga	ʃ i ŋ g a	2457	'ʃiŋga	c677 v191 c795 c824 v130	1393	mara1378
1617	Spanish	horn	kweɾno	k w e ɾ n o	2457	'kweɾno	c831 c457 v200 c064 c105 v042	1393	stan1288
1618	Dutch_List	horn	horn	h o r n	2457	horn	c401 v042 c151 c105	1393	dutc1256
1619	German	horn	hɔrn	h ɔ r n	2457	hɔrn	c401 v067 c151 c105	1393	stan1295
1620	Armenian_Mod	horn	jɛʁʤɪ̯uɾ	j ɛ ʁ dʒ i u ɾ	3355	jɛʁˈʤɪ̯uɾ	c564 v229 c733 c649 v191 v027 c064	1393	nucl1235
1621	Italian	horn	kɔrno	k ɔ r n o	2457	'kɔrno	c831 v067 c151 c105 v042	1393	ital1282
1622	Greek_Mod	horn	ce̞rato̞	c e̞ r a t o̞	2457	ˈce̞raˌto̞	c600 v217 c151 v130 c118 v033	1393	mode1248
1623	Swedish	horn	huːɳ	h uː ɳ	2457	hu:ɳ	c401 v019 c705	1393	swed1254
1624	Armenian_Mod	horn	poz	p o z	3640	poz	c288 v042 c078	1393	nucl1235
1625	Urdu	how	kɛse	k ɛ s e	242	kɛse	c831 v229 c087 v200	1239	urdu1245
1626	Armenian_Mod	how	inʧʰpɛs	i n tʃʰ p ɛ s	602	inʧʰˈpɛs	v191 c105 c655 c288 v229 c087	1239	nucl1235
1627	Czech	how	jak	j a k	1230	jak	c564 v130 c831	1239	czec1258
1628	German	how	viː	v iː	242	vi:	c446 v183	1239	stan1295
1629	Italian	how	kome	k o m e	242	'kome	c831 v042 c239 v200	1239	ital1282
1630	Swedish	how	hʉːrɵ	h ʉː r ɵ	242	'hʉ:rɵ	c401 v100 c151 v104	1239	swed1254
1631	Breton_ST	how	pẽnɔːs	p ẽ n ɔː s	242	pẽ'nɔ:s	c288 v201 c105 v065 c087	1239	bret1244
1632	Catalan	how	kɔm	k ɔ m	242	kɔm	c831 v067 c239	1239	stan1289
1633	Danish	how	vɒleːðəs	v ɒ l eː ð ə s	242	vɒˈle:ðəs	c446 v052 c548 v202 c415 v155 c087	1239	dani1285
1634	Dutch_List	how	hu	h u	242	hu	c401 v027	1239	dutc1256
1635	English	how	haʊ	h aʊ	242	haʊ	c401 d028	1239	stan1293
1636	French	how	kɔmɑ̃	k ɔ m ɑ̃	242	kɔmɑ̃	c831 v067 c239 v088	1239	stan1290
1637	Greek_Mod	how	po̞s	p o̞ s	242	po̞s	c288 v033 c087	1239	mode1248
1638	Marathi	how	kəsə	k ə s ə	242	'kəsə	c831 v155 c087 v155	1239	mara1378
1639	Polish	how	jak	j a k	1230	jak	c564 v130 c831	1239	poli1260
1640	Portuguese_ST	how	komu	k o m u	242	'komu	c831 v042 c239 v027	1239	port1283
1641	Russian	how	kak	k a k	242	kak	c831 v130 c831	1239	russ1263
1642	Spanish	how	komo	k o m o	242	'komo	c831 v042 c239 v042	1239	stan1288
1643	Bihari	how	kena	k e n a	242	kena	c831 v200 c105 v130	1239	mait1250
1644	Oriya	how	kemiti	k e m i t i	242	kemiti	c831 v200 c239 v191 c118 v191	1239	oriy1255
1645	Armenian_Mod	hunt	voɾsɑl	v o ɾ s ɑ l	603	voɾˈsɑl	c446 v042 c064 c087 v089 c548	1435	nucl1235
1646	Czech	hunt	lovɪt	l o v ɪ t	1145	lovɪt	c548 v042 c446 v219 c118	1435	czec1258
1647	German	hunt	jaːgn̩	j aː g n̩	243	'ja:gn̩	c564 v137 c824 c095	1435	stan1295
1648	Italian	hunt	katʧare	k a t tʃ a r e	894	kat'tʃare	c831 v130 c118 c645 v130 c151 v200	1435	ital1282
1649	Swedish	hunt	jɑːɡa	j ɑː g a	243	ˈjɑːɡa	c564 v091 c824 v130	1435	swed1254
1650	Portuguese_ST	hunt	kɐsaɾ	k ɐ s a ɾ	894	kɐˈsaɾ	c831 v119 c087 v130 c064	1435	port1283
1651	Breton_ST	hunt	ʃaseal	ʃ a s e a l	894	ʃa'seal	c677 v130 c087 v200 v130 c548	1435	bret1244
1652	Catalan	hunt	kəsa	k ə s a	894	kə'sa	c831 v155 c087 v130	1435	stan1289
1653	Danish	hunt	jɛːjə	j ɛː j ə	243	'jɛ:jə	c564 v225 c564 v155	1435	dani1285
1654	Dutch_List	hunt	jaɣən	j a ɣ ə n	243	'jaɣə(n)	c564 v130 c774 v155 c105	1435	dutc1256
1655	English	hunt	hʊnt	h ʊ n t	1349	hʊnt	c401 v056 c105 c118	1435	stan1293
1656	French	hunt	ʃase	ʃ a s e	894	ʃase	c677 v130 c087 v200	1435	stan1290
1657	Greek_Mod	hunt	ciniɣo̞	c i n i ɣ o̞	1498	ˌciniˈɣo̞	c600 v191 c105 v191 c774 v033	1435	mode1248
1658	Marathi	hunt	ʃikaɾ#kaɾɳe	ʃ i k a ɾ _ k a ɾ ɳ e	60	'ʃikaɾ 'kaɾɳe	c677 v191 c831 v130 c064 m001 c831 v130 c064 c705 v200	1435	mara1378
1659	Polish	hunt	pɔlɔvaʨ	p ɔ l ɔ v a tɕ	1145	pɔˈlɔvaʨ	c288 v067 c548 v067 c446 v130 c198	1435	poli1260
1660	Russian	hunt	oxotitʲsʲa	o x o t i tʲ sʲ a	2062	o'xotitʲsʲa	v042 c772 v042 c118 v191 c113 c088 v130	1435	russ1263
1661	Spanish	hunt	kaθaɾ	k a θ a ɾ	894	ka'θaɾ	c831 v130 c413 v130 c064	1435	stan1288
1662	Bihari	hunt	sikar#kʰeləb	s i k a r _ kʰ e l ə b	60	sikar kheləb	c087 v191 c831 v130 c151 m001 c813 v200 c548 v155 c254	1435	mait1250
1663	Bihari	hunt	kʰiharə	kʰ i h a r ə	3455	khiharə	c813 v191 c401 v130 c151 v155	1435	mait1250
1664	Oriya	hunt	sikarɔ#kɔriba	s i k a r ɔ _ k ɔ r i b a	60	sikarɔ (kɔriba)	c087 v191 c831 v130 c151 v067 m001 c831 v067 c151 v191 c254 v130	1435	oriy1255
1665	Oriya	hunt	goɖeiba	g o ɖ ei b a	3463	goḍeiba	c824 v042 c715 d047 c254 v130	1435	oriy1255
